Left,Right
41,1386
111,624
128,387
149,1254
122,1311
147,817
114,1585
10,1125
41,395
91,585
64,1313
124,832
70,564
107,1506
122,729
120,1022
143,1017
90,1578
106,1076
30,977
42,1579
115,1090
55,1256
93,1520
41,273
99,419
22,198
29,1224
6,1060
6,739
65,410
62,768
104,1648
6,985
93,666
51,653
8,764
87,1131
93,920
110,749
31,1363
34,1036
116,922
28,1587
2,548
15,1590
30,1081
83,1154
4,635
79,676
132,273
105,985
113,188
24,768
47,1076
1,1076
12,282
131,171
142,853
89,715
113,607
93,240
88,1543
43,1036
45,582
62,893
19,896
11,1499
41,424
80,245
122,297
88,703
77,966
19,1107
108,314
130,609
76,1474
134,1641
7,1085
19,1267
113,1582
125,966
72,378
85,847
13,399
62,864
86,321
126,674
15,522
14,428
80,672
131,878
59,586
143,1519
103,669
58,1553
116,220
14,1115
142,479
3,1087
91,712
147,262
148,1571
147,202
125,750
73,518
78,1004
118,764
79,267
78,1472
122,1200
101,377
64,858
78,1351
74,1181
2,645
37,1476
41,1284
29,370
92,618
7,929
143,518
63,1385
72,1487
61,704
16,229
77,362
118,594
125,1207
1,996
130,1494
81,659
89,831
39,890
16,1325
99,827
90,873
52,1322
4,1616
59,217
43,910
49,236
23,405
66,647
132,497
13,917
53,502
77,562
7,1394
57,414
3,1414
7,1281
77,856
46,693
51,507
119,1168
66,1129
22,878
102,1485
28,542
108,1579
89,1247
51,1097
14,569
36,406
58,326
109,367
110,1290
95,636
76,1108
97,1569
34,327
132,691
83,1596
73,1106
65,301
34,1504
22,410
131,794
119,1104
139,1510
17,1167
105,385
37,670
100,1163
142,425
72,480
141,1583
35,1594
8,530
99,1123
142,1091
74,1459
142,1336
93,1079
113,1393
49,727
115,439
126,851
70,773
39,295
103,1167
84,337
129,1049
70,469
59,302
56,400
27,911
146,883
98,1629
107,913
117,1317
56,792
15,766
88,1265
10,656
103,743
22,289
66,1513
114,1354
12,169
142,840
102,1149
128,235
109,1022
71,885
29,735
84,1602
74,190
35,1159
34,514
55,912
72,1620
123,273
33,930
52,484
107,710
130,276
112,898
76,478
100,1171
77,1285
87,1369
24,502
35,920
83,1569
138,726
131,1011
40,1356
6,1504
92,359
93,713
119,635
123,960
98,1236
5,804
52,1056
136,427
9,1111
88,547
76,1471
25,994
120,198
33,969
125,1597
43,244
77,297
110,751
61,256
91,958
59,568
113,1352
80,379
22,408
77,667
39,222
72,1055
16,493
144,1078
62,1213
102,1457
147,633
123,666
7,348
84,222
134,1592
73,1078
119,1244
149,1230
50,776
111,1287
40,1225
22,1190
28,1016
12,1247
7,700
90,669
130,723
148,1424
78,898
105,1576
147,1112
126,454
128,1531
24,963
127,273
69,1379
42,349
75,791
48,161
30,243
65,887
53,552
62,209
35,624
131,1052
41,1643
138,460
37,1162
67,1026
125,749
47,376
5,1184
95,1350
110,1447
105,467
127,1555
2,287
101,1516
101,1285
51,351
132,898
43,459
4,1542
18,1027
110,308
40,1571
149,452
77,751
88,383
122,1255
137,1381
149,152
80,698
11,401
48,478
31,1195
5,212
105,1140
105,1012
64,1574
126,673
55,565
26,1012
55,1638
55,820
23,1040
43,555
114,642
87,161
38,545
54,1283
129,371
132,771
27,680
5,1164
62,1369
96,876
37,1295
90,1235
108,895
57,213
82,457
113,1620
87,1249
50,243
109,1187
132,1202
37,1567
128,1048
134,1608
62,978
68,1089
124,1569
10,874
93,714
23,1011
88,817
61,1156
62,164
144,953
66,156
13,1455
61,775
28,633
91,1550
90,1483
131,525
116,908
61,1574
36,1521
52,858
143,516
141,1352
63,780
8,467
55,1249
91,667
107,1319
131,1145
130,349
122,795
56,245
118,928
44,1383
138,1404
59,792
98,333
58,594
80,666
7,1545
65,1499
5,1319
26,239
98,419
137,1465
127,244
35,174
102,1349
104,194
9,406
47,210
41,1457
136,762
35,948
133,782
76,474
57,935
95,886
106,395
134,399
60,1482
134,1089
97,287
89,975
15,696
73,1439
115,595
132,1350
129,993
87,1204
47,1606
9,526
97,887
14,1352
14,699
113,303
95,1469
76,1008
36,623
85,651
79,1035
134,732
137,1275
118,906
75,556
2,1006
88,228
79,1272
61,876
130,1336
97,472
66,1422
136,787
57,894
116,915
1,1015
96,625
39,464
41,1309
2,438
44,1011
106,1479
99,1086
117,952
68,200
12,1363
128,1415
21,1583
38,1565
46,1608
32,536
145,1520
79,628
98,951
138,1551
82,282
122,1343
130,1521
135,564
34,1573
17,227
48,707
115,478
99,880
58,490
56,1539
84,1170
71,1205
143,1402
77,809
29,1497
122,443
77,930
106,663
71,948
85,1543
73,1393
106,258
38,198
133,744
149,1649
17,855
118,227
52,1384
52,1582
131,1389
87,1553
133,1649
102,1526
94,1230
45,886
141,1103
107,688
40,394
132,880
97,1605
113,939
106,603
51,1481
56,750
95,475
132,987
34,1394
35,650
7,421
100,692
39,936
7,1114
84,608
85,1412
20,319
88,1306
87,1152
8,307
21,1455
139,682
89,1035
94,765
99,1065
65,855
141,273
15,1352
13,1478
94,802
82,1490
141,689
110,807
75,1059
40,522
102,1026
135,1087
108,515
23,888
73,1325
129,1322
73,565
12,912
59,917
10,1032
81,919
113,845
12,516
103,232
18,1414
20,965
127,238
3,994
135,1033
39,1487
24,949
59,1623
85,824
138,201
62,835
34,1369
149,458
100,1018
18,794
90,1243
82,640
135,1450
130,377
5,211
126,683
5,1125
124,1104
23,833
5,734
18,960
28,426
29,505
104,800
98,595
59,1579
52,302
48,1408
76,183
65,944
102,348
41,476
91,343
131,1454
119,1544
130,243
133,697
128,734
90,233
119,901
144,723
59,1562
147,1188
146,178
70,1167
125,1340
134,369
126,985
122,1587
75,1361
81,1038
27,1028
96,661
33,194
2,896
22,573
149,780
2,589
66,687
90,748
98,478
72,1248
46,976
13,754
7,1003
119,1357
73,1521
53,1134
133,226
12,594
58,815
72,384
41,910
97,1635
86,1494
120,1513
62,560
119,1479
27,1377
147,1289
86,1081
81,593
2,208
79,223
26,791
136,979
92,1070
23,1496
26,468
143,1632
41,559
31,667
147,620
17,419
42,1476
74,575
30,197
5,1217
47,357
14,1095
18,1090
40,1245
63,1520
19,607
1,440
6,1130
80,614
74,374
128,1317
69,175
23,1113
86,1101
114,1053
62,494
101,937
7,749
15,1104
97,1062
44,1431
146,1140
51,1306
113,970
50,703
99,873
66,1499
136,1126
148,1014
50,179
91,184
16,395
146,1187
104,638
39,815
131,162
92,1070
75,1301
60,492
47,1436
10,605
136,387
53,385
99,408
105,194
51,363
42,999
5,1536
2,1556
110,1350
21,1266
68,198
55,1467
33,665
108,784
80,456
87,811
47,621
129,939
46,1299
79,1172
45,576
48,158
87,709
134,1073
123,414
66,1302
23,1051
125,608
139,834
10,247
13,523
130,1582
5,1094
18,1612
2,1050
142,620
109,279
59,1055
64,719
25,858
125,266
78,810
12,592
10,1276
25,402
49,1421
70,942
86,1099
13,612
55,260
51,1315
20,288
135,1560
61,1505
26,547
84,1447
57,865
51,422
118,1231
16,391
24,972
121,1246
106,283
121,430
8,236
29,981
36,1147
95,371
55,807
43,906
67,870
148,174
84,489
72,940
112,425
43,679
42,1229
133,996
41,355
2,624
113,1216
100,1120
47,1223
75,913
21,1037
27,557
51,593
139,1517
105,1631
32,245
11,351
83,596
111,866
20,1483
38,483
86,1600
103,154
70,1157
20,395
53,1188
45,1330
118,1449
70,1287
105,510
75,373
38,667
71,1451
62,1131
135,247
82,523
29,739
149,837
107,557
97,763
145,1551
59,284
145,388
1,475
108,368
2,881
114,819
140,816
96,582
106,1583
65,1181
95,870
138,1227
67,738
107,739
1,1067
132,274
123,749
99,465
52,1098
13,1426
97,993
131,1024
82,212
60,208
13,1204
82,763
8,915
80,1390
95,756
95,1049
108,1242
10,973
141,387
3,1429
44,430
71,326
69,1058
35,1514
118,502
116,781
7,1075
37,1224
121,703
92,1014
91,362
31,173
40,1606
146,894
109,1133
109,1436
33,1070
95,1415
146,842
67,239
108,284
139,689
33,1114
100,1632
11,1579
119,590
128,373
113,1334
17,265
72,1405
11,1340
47,701
90,563
119,761
145,1179
145,1422
6,593
31,798
106,324
111,661
99,999
42,606
21,1327
101,260
135,1304
82,1024
49,363
108,223
118,580
139,1576
97,719
35,1061
25,595
143,911
80,622
139,1099
79,168
22,1118
93,1490
111,1279
73,1525
121,1328
11,572
113,262
78,796
34,523
116,1464
4,310
48,819
24,469
19,423
91,798
26,1368
13,164
40,899
111,1020
36,918
149,783
59,1452
86,314
131,723
24,1342
119,833
124,1075
76,1513
58,510
107,1381
132,262
5,858
92,1051
74,242
22,1451
16,720
77,791
139,805
137,1586
78,952
41,1048
42,1226
128,1197
37,1583
29,1604
38,1068
76,451
10,1202
143,797
56,853
21,1194
79,992
130,1576
70,1091
32,472
120,1071
29,677
127,641
32,571
136,445
112,1431
110,247
60,532
33,1182
44,440
107,1278
9,1544
74,1488
91,1062
133,874
84,1027
43,630
71,1203
55,511
78,191
4,831
72,549
65,1221
89,1043
11,637
47,295
19,909
41,1200
86,302
26,1385
145,1360
138,878
82,412
69,1590
7,1356
63,264
62,1134
20,1110
40,228
45,1238
22,1174
123,1489
119,1438
94,721
96,795
74,303
85,1095
69,789
20,249
51,451
146,959
10,360
100,1166
59,1104
139,830
97,1124
142,1189
61,528
123,1459
63,1454
92,1059
28,844
78,487
108,518
45,214
116,1437
47,1246
16,554
26,174
10,561
125,1191
93,1206
44,1625
100,341
119,1561
69,633
78,232
137,1533
139,952
109,571
81,1303
23,563
90,815
86,642
15,1058
9,702
42,806
79,1371
123,1293
1,864
31,1113
35,1276
131,1212
129,1387
20,697
138,909
27,533
77,289
130,1048
133,595
101,369
108,1432
58,1426
89,1486
56,1084
34,892
148,755
110,448
67,1558
111,474
44,1080
137,896
109,732
23,1427
148,1452
28,576
13,660
106,1147
31,1363
28,1425
129,804
140,1402
121,591
94,1316
139,1293
117,733
40,614
41,448
149,1051
137,1145
23,857
99,706
40,1218
18,209
55,730
83,303
72,446
60,1448
88,372
18,1406
78,876
13,1153
115,1578
23,1570
138,858
22,584
54,1219
131,629
9,850
14,1226
136,398
40,1076
106,1480
93,259
3,360
137,1056
10,1076
38,1136
18,978
84,1463
5,1147
46,425
76,656
61,1342
145,324
122,1186
5,1348
13,1157
69,635
89,421
125,1126
127,314
144,1487
88,1569
23,902
26,1486
140,1085
70,941
141,1572
123,298
104,626
43,293
79,1455
148,434
59,251
73,1207
14,1382
20,1384
21,1052
91,1490
111,926
130,1128
92,1271
144,511
131,163
40,1585
44,1292
69,994
14,413
141,1439
6,1291
49,582
142,207
10,187
104,1548
145,1225
104,992
106,904
98,1212
45,483
90,352
90,1535
60,364
107,1277
25,449
99,1499
99,932
105,804
84,1458
49,1222
128,730
148,449
41,792
14,513
148,1424
89,1405
89,1138
63,244
28,1496
84,457
72,1046
8,574
79,337
49,932
103,245
73,1322
80,1445
62,382
26,1093
54,1587
67,1311
16,520
66,764
62,1237
94,1289
37,1642
144,1027
128,1226
106,1051
112,431
11,506
27,1217
10,993
118,432
35,334
13,801
122,160
71,651
43,1628
133,1261
62,1335
56,1502
42,394
124,825
135,1274
124,1532
94,1343
124,1165
113,1614
106,475
134,991
17,1301
114,1120
108,574
119,1507
10,1298
126,474
93,492
89,1497
49,1300
125,525
98,814
70,1042
24,233
126,1217
7,740
111,419
121,1160
104,940
56,172
66,741
149,220
64,627
104,736
9,787
89,1268
84,846
133,845
106,611
127,549
100,500
80,427
9,231
68,305
13,1336
83,631
85,977
23,452
32,1014
103,1543
66,302
141,1305
103,1078
41,842
106,422
4,231
48,1493
126,183
95,1229
100,1468
126,523
74,1186
134,564
93,932
15,466
135,399
126,1481
46,152
32,1023
128,1247
113,898
143,823
35,496
138,1099
107,369
65,1599
139,1210
58,1424
98,911
68,638
133,981
90,1088
27,807
77,920
79,431
130,315
7,447
56,899
65,1287
71,1067
26,1325
51,460
71,1106
17,1297
131,509
77,206
113,638
140,445
12,921
102,1235
122,1459
109,519
148,786
19,894
103,364
93,1267
22,162
87,1143
26,639
117,366
133,1278
85,889
3,1534
139,1234
135,316
119,818
128,1203
53,970
9,156
144,969
50,737
141,477
7,1206
71,992
63,1411
146,1536
64,1246
145,735
128,1617
86,1457
18,1403
144,633
119,293
89,1220
18,714
122,433
55,654
38,1213
12,406
143,153
124,1251
132,1580
71,348
78,1023
77,1172
124,1524
59,669
140,307
147,790
100,1646
128,265
30,1386
40,426
55,511
147,1449
23,1265
89,297
35,288
100,1478
113,1390
97,199
85,1046
137,1634
44,485
6,352
130,907
114,583
18,589
117,1466
5,886
119,367
107,1287
30,1074
100,1267
24,352
21,1228
63,1466
141,201
46,847
85,614
90,1363
117,1513
117,195
138,326
131,788
68,888
143,1104
106,1573
17,563
130,885
50,708
26,889
148,887
31,903
88,1366
13,892
106,1519
60,367
61,1495
20,1032
140,1379
7,648
99,190
11,1578
71,398
127,943
76,943
52,401
51,1514
36,1588
79,1114
89,673
141,995
29,404
87,1056
9,416
51,793
12,587
14,1518
131,832
124,1402
85,1622
105,704
105,1000
66,1227
36,165
7,1110
2,798
94,1367
133,1386
141,652
80,1611
85,1530
137,1379
63,740
142,530
118,937
91,1406
20,366
73,1004
110,1505
71,590
88,1128
48,678
108,1223
14,649
39,668
39,1081
69,1197
125,1256
13,1530
41,1343
31,827
43,1046
14,299
39,1053
56,325
85,948
71,404
28,757
28,617
147,285
148,1529
117,1310
123,1327
149,1352
55,1162
57,924
136,1432
115,592
80,1557
49,1155
44,460
13,254
23,301
142,423
16,1202
123,754
147,1097
125,980
102,892
71,1586
89,300
84,325
116,265
3,378
103,1538
22,831
5,868
12,1384
50,1296
138,619
29,1005
129,914
32,213
82,262
78,206
113,1205
108,544
72,273
147,873
7,1475
104,603
126,183
77,1361
89,243
40,1380
76,1406
128,189
2,939
52,551
6,1230
144,174
140,958
57,532
87,465
50,384
105,631
32,631
104,1491
143,1011
69,628
59,1561
125,779
127,953
78,200
138,161
119,1015
34,1022
38,1329
32,1583
9,305
1,1452
118,190
36,202
113,633
16,253
77,871
1,679
134,518
138,368
60,186
105,547
17,591
91,977
1,1114
11,747
34,754
145,574
38,186
73,1596
125,472
109,197
112,1623
36,1511
49,1567
141,1595
71,1429
135,1356
26,742
109,1336
110,1116
11,320
11,261
29,1012
39,1587
10,483
49,774
36,1407
149,759
94,1036
28,1333
46,924
49,1005
75,1425
18,1489
120,1192
47,1547
142,1465
18,1148
145,910
138,679
43,826
74,343
86,1000
32,1246
2,170
111,208
81,1162
69,1313
49,1354
24,921
2,1609
68,1403
50,1372
14,870
5,957
140,1576
26,1123
39,366
38,248
49,1123
146,991
118,536
95,840
3,1287
61,1245
2,260
34,597
140,1113
57,911
98,1007
36,807
131,955
96,542
67,1419
40,557
132,561
126,1648
88,1549
100,1493
3,406
101,312
134,1440
29,1234
22,528
51,929
149,838
39,293
60,293
2,459
99,352
139,1225
78,167
89,387
125,757
119,963
78,1556
45,1296
112,438
17,1481
51,635
133,252
41,939
120,1437
128,1385
130,707
57,1045
137,1642
62,152
50,1232
99,1157
117,576
81,229
48,374
61,1135
36,255
79,804
93,314
76,1294
77,831
144,428
148,596
37,1012
69,190
80,411
45,1531
100,476
92,630
77,1406
34,249
50,329
62,990
110,160
108,1619
83,920
1,829
65,1220
57,696
72,1195
50,702
111,611
34,959
34,1205
110,870
92,694
131,1463
99,1335
22,724
18,1168
70,1587
16,403
107,446
4,1321
126,1000
31,1495
143,289
1,270
21,974
124,1499
71,993
35,719
46,1234
138,827
96,551
53,1236
139,524
39,595
139,1469
23,1329
58,806
5,284
41,529
87,439
3,461
25,528
35,957
41,697
61,1631
42,443
132,1641
12,971
139,404
36,1246
118,764
19,1076
3,1419
108,1403
7,251
76,1008
69,873
56,1463
68,1353
102,950
61,743
124,273
122,771
102,1047
133,336
64,161
6,1026
73,1031
107,1272
82,1568
41,651
129,1501
38,364
111,385
88,542
74,1303
78,1052
22,967
74,849
7,1547
64,1046
57,1476
86,156
72,1201
22,1048
28,213
55,1538
92,183
121,1243
56,1051
27,251
35,662
41,525
82,696
148,1318
100,1644
111,415
121,1434
55,232
137,1541
81,699
131,675
108,761
77,1129
73,895
95,1353
103,584
112,927
147,676
40,1480
144,1070
70,504
143,889
118,784
8,1566
17,1055
35,1031
2,636
142,550
117,311
116,1456
70,480
60,821
66,1003
110,974
146,506
89,1367
107,1132
138,1610
101,1250
108,1081
133,1255
136,1132
124,1335
79,1081
103,408
120,802
81,666
118,204
50,1270
105,1065
5,439
37,1499
61,494
48,1382
11,661
21,1568
124,928
18,641
29,221
129,1172
107,475
84,155
71,929
55,1137
46,229
59,414
90,921
27,1436
44,1643
12,1474
130,1380
75,1042
6,1134
97,1217
17,985
35,1511
22,406
11,1366
108,1513
94,1117
41,444
139,1260
39,1009
107,1366
55,1454
139,923
124,1479
78,1367
44,292
14,161
38,1528
143,1376
67,643
49,1426
71,523
3,583
18,710
66,1548
88,591
46,1607
37,1036
138,1521
49,1271
61,1255
15,1415
81,1047
116,1545
7,433
70,885
14,1367
23,1119
15,952
32,1021
97,1217
142,1425
43,1546
6,637
143,974
97,1524
147,1111
94,1402
53,298
16,433
87,532
10,1404
73,939
101,615
40,644
3,324
80,818
69,313
119,270
73,387
12,1181
80,1348
3,1432
32,938
113,521
29,1408
84,494
78,373
63,317
142,552
8,1177
90,489
66,810
53,716
33,730
87,1449
113,700
127,967
65,750
142,1284
26,762
107,1567
98,1156
119,1594
125,1019
123,1554
120,1003
48,973
29,1298
103,450
104,1405
51,1314
143,529
8,635
90,938
134,1128
38,1327
50,679
38,1205
37,877
86,1402
97,1515
12,1090
123,708
147,1234
24,1133
93,278
104,310
136,511
115,1418
148,943
77,1385
132,817
147,342
83,654
68,1472
69,1324
105,1143
113,1458
19,1362
101,202
75,1101
4,775
70,298
136,763
25,335
136,994
56,615
81,1243
125,1366
113,675
50,539
2,1231
8,152
66,487
20,1044
75,250
53,757
130,787
129,1039
93,449
125,605
100,611
86,554
21,981
41,324
131,298
67,1339
106,1520
92,957
48,1635
98,939
78,1381
95,480
116,412
8,1098
126,773
74,1403
98,532
18,999
125,1457
44,340
44,1563
25,737
42,623
115,370
108,1279
16,1511
35,1521
26,1390
117,1173
115,1357
64,312
130,1425
30,343
114,1025
96,699
113,527
147,1088
31,1317
141,795
145,848
83,395
123,306
74,201
45,288
146,630
98,642
142,868
135,632
50,553
144,242
100,704
80,738
122,513
58,373
35,298
57,1213
2,667
72,467
24,1519
126,384
112,946
67,317
29,1601
130,1123
4,373
126,1529
144,1056
18,380
116,846
73,434
111,719
107,780
73,950
57,315
127,1633
121,461
46,1261
61,445
10,265
40,1521
52,1410
33,845
148,293
108,1337
60,474
12,443
108,282
4,1079
20,746
17,1597
43,565
126,173
121,861
91,1059
23,538
120,893
113,1202
16,234
50,1381
32,1587
67,578
42,926
74,1131
17,569
45,1413
18,704
77,422
104,492
69,400
101,1212
29,1339
28,483
50,1230
139,1384
41,1233
38,304
76,686
34,1550
104,381
109,882
109,449
15,781
7,660
42,369
50,558
3,1235
48,548
102,289
75,1325
104,1000
75,1457
138,1075
29,527
8,1242
149,1348
38,1368
92,1257
25,573
7,1276
106,352
72,1426
26,1192
66,568
130,1044
30,897
65,904
88,854
36,519
26,1086
121,473
20,828
42,1479
11,1262
146,936
111,1345
44,742
141,1298
147,1179
129,207
20,646
17,809
55,569
114,981
100,1580
117,743
31,912
11,840
18,1372
71,356
95,928
41,608
135,254
81,623
112,481
133,589
31,819
14,630
124,714
61,294
28,825
53,521
140,1645
14,484
124,857
35,161
115,1524
2,1137
117,597
54,500
106,651
111,1190
18,873
113,926
44,1032
11,1287
115,1315
68,885
102,1576
60,199
91,542
27,1252
101,1606
131,1543
138,1290
12,962
35,836
68,602
13,1411
20,1282
64,570
43,1251
32,1362
148,1423
98,538
88,568
133,627
65,709
143,1106
66,686
141,1500
120,1138
115,493
5,944
96,177
111,536
84,272
14,1549
29,184
105,455
149,1510
93,1386
65,1137
65,1106
14,1338
115,1477
87,1144
2,1152
3,1326
133,1314
82,1341
37,1261
15,486
21,776
121,543
140,1385
8,573
144,1437
48,236
121,503
21,393
40,1582
126,1394
105,855
61,1597
10,394
60,990
140,1130
26,893
33,301
113,823
78,1057
110,1295
15,1537
2,981
74,1311
52,851
85,1190
62,651
98,277
47,517
85,929
78,1078
143,283
32,1602
93,1118
103,1166
55,1547
22,1133
136,1546
35,1201
142,1433
40,698
119,986
38,1145
128,643
79,1548
87,470
6,876
12,1444
80,436
60,1071
64,243
14,472
8,947
83,1270
105,1019
117,1258
121,668
63,363
25,550
85,624
135,619
77,629
122,1194
109,417
55,593
8,1607
30,779
70,484
119,569
77,1441
91,1106
79,303
33,1645
106,487
147,1525
68,602
10,705
56,802
115,1554
44,979
58,564
127,1320
62,193
122,448
94,833
100,1071
83,1345
36,416
50,1147
110,1563
61,1619
102,541
20,402
120,855
149,852
21,1433
148,1226
45,800
14,945
80,288
124,1226
87,607
114,1462
93,908
106,738
133,1172
107,746
101,925
14,956
147,1168
113,162
31,1355
3,829
119,416
113,182
26,670
86,831
118,744
70,481
1,857
121,972
106,1531
140,810
127,1610
116,265
61,1309
11,1495
146,428
59,1101
72,264
87,601
40,1516
125,914
63,776
78,293
140,317
44,1293
55,339
36,837
83,432
116,1601
144,1267
114,1070
97,1115
61,1290
43,553
124,1255
42,968
130,939
77,1171
107,1016
51,1126
98,376
90,1235
109,641
58,1488
92,597
33,254
26,406
106,1115
59,330
147,848
142,948
98,286
117,1296
59,751
15,847
80,174
137,1611
68,1123
93,372
125,267
86,1378
110,903
128,964
18,766
71,1403
90,1556
103,1128
42,887
62,257
67,1098
34,1213
58,390
114,1486
36,1528
46,1088
99,1625
44,619
54,1170
91,612
47,261
21,1447
15,935
53,738
26,509
54,1418
143,900
6,852
47,798
54,252
17,903
45,1395
102,246
85,494
52,968
77,766
145,317
63,909
41,1442
148,774
8,1327
87,630
124,1595
43,515
77,394
101,779
63,1626
101,261
8,1230
65,1179
55,780
14,1518
6,365
64,1265
129,1615
20,557
83,490
67,962
94,551
82,747
138,487
49,288
100,853
71,1477
34,1500
56,1357
135,854
63,637
74,1595
98,343
50,1590
93,487
75,309
149,525
66,1475
102,1481
89,1449
25,1315
87,1265
4,1485
65,1295
123,1154
83,550
79,1218
38,289
61,781
17,331
141,1192
38,410
28,469
129,948
56,980
74,1503
131,1450
102,258
36,241
46,325
29,1181
115,1441
29,613
105,962
85,815
115,433
69,760
7,1191
38,670
41,660
48,1563
14,362
95,1308
144,583
61,185
102,824
12,900
34,1398
103,910
3,1262
27,1061
138,329
97,1593
74,820
98,1162
51,1457
140,1310
78,930
56,813
85,280
83,940
12,830
5,1467
78,1520
14,628
122,615
58,1523
77,1432
27,562
55,779
89,989
41,1429
125,733
1,868
24,503
64,934
64,579
93,493
83,1357
6,581
6,352
13,445
101,1108
17,1424
75,772
130,305
28,188
130,793
100,392
52,694
75,427
46,314
86,1526
76,650
63,268
146,376
41,1340
137,891
59,740
60,1266
68,395
129,1417
75,1377
2,533
131,1329
58,995
19,1586
16,154
10,459
8,1350
64,1431
124,1468
105,1334
22,1298
81,1645
15,387
33,238
25,1268
38,1008
147,766
44,1014
68,989
80,608
147,172
40,491
14,1324
114,942
105,1549
40,1342
131,1437
73,1264
144,557
29,754
25,771
88,158
145,1422
120,364
73,365
12,386
79,1110
17,397
127,568
9,1072
149,1377
102,366
122,1186
77,1536
41,1543
77,279
88,1117
119,1273
121,1515
22,1017
109,692
115,988
111,676
64,210
39,787
41,841
129,435
108,1322
115,1008
14,610
12,702
94,1155
138,658
114,1490
77,1197
138,220
132,625
1,1209
101,1155
26,1032
32,1189
147,195
95,1198
37,659
23,152
113,287
145,318
18,1285
116,178
148,1087
147,898
125,243
58,1247
73,1206
109,1546
10,811
119,517
55,412
114,207
142,1440
62,1348
112,541
18,1434
46,1101
93,1041
40,294
63,200
12,1617
17,1349
17,1622
42,1423
26,831
108,1139
108,613
71,971
62,949
54,917
114,1547
147,660
21,194
72,273
30,1051
50,335
53,590
4,469
92,1048
60,268
16,944
80,483
115,1614
148,1118
74,1412
55,231
30,777
118,930
125,862
74,192
127,1255
85,1641
76,793
112,1026
13,1428
45,1626
14,1081
112,1525
58,1637
101,1159
33,1062
13,1240
141,674
20,1316
25,983
128,764
61,1072
51,1023
15,346
16,1052
60,234
93,911
107,261
59,1100
132,1002
41,1062
69,572
