Left,Right
97,24
103,90
139,140
15,102
74,80
125,88
57,79
51,50
8,34
79,9
42,53
79,105
127,102
31,6
65,128
31,98
93,120
143,81
82,27
39,52
125,24
134,3
9,86
3,48
3,136
143,113
1,126
98,8
30,126
43,24
18,69
36,89
126,71
126,132
134,127
93,84
42,48
10,71
72,103
4,57
38,84
48,14
141,52
1,79
62,77
35,60
22,1
14,71
129,84
28,52
10,51
121,137
109,11
98,24
132,28
113,145
105,146
20,42
12,65
131,90
93,69
55,110
27,123
105,85
127,23
69,33
35,51
99,13
57,53
30,10
149,47
66,30
102,4
33,51
92,117
127,18
45,51
64,57
41,82
54,62
138,111
54,70
108,11
61,70
122,77
45,99
99,11
46,15
136,41
84,69
25,138
52,106
18,14
83,88
119,113
112,67
143,90
76,123
114,30
76,80
6,60
130,89
121,52
88,10
34,70
59,111
46,127
111,54
57,45
104,51
110,37
65,97
114,137
141,81
145,115
36,107
69,11
80,146
60,62
99,114
33,127
131,135
60,59
96,43
65,139
98,46
84,11
29,141
60,41
66,77
54,26
97,77
82,53
27,147
16,76
125,63
133,45
101,137
99,61
135,108
7,5
83,55
28,148
126,85
108,41
145,10
1,100
58,142
60,143
36,76
149,132
46,136
24,76
86,53
3,125
14,83
126,78
8,83
31,63
43,101
34,77
3,93
11,69
75,53
53,118
56,75
32,12
7,117
139,67
72,102
64,98
139,56
114,77
66,105
140,16
30,69
114,133
79,5
144,113
119,8
147,67
41,19
139,8
116,48
132,31
40,126
66,26
110,40
98,36
32,58
12,147
40,71
47,111
48,116
69,59
142,30
102,53
90,51
96,30
102,119
72,84
145,16
62,130
69,136
76,130
51,48
110,46
72,145
60,68
124,119
109,28
129,65
61,128
51,119
64,129
124,131
22,125
63,57
72,101
66,70
62,55
76,62
74,116
66,67
63,61
141,78
31,45
83,50
82,139
12,146
149,134
84,15
122,132
31,38
65,41
102,29
6,115
44,41
133,103
113,74
10,108
63,101
55,71
112,32
12,125
107,149
132,17
2,103
34,48
21,84
62,113
114,67
24,91
82,112
13,119
7,29
70,103
118,35
95,21
53,47
117,76
110,58
34,31
42,34
18,22
14,33
51,116
148,130
144,40
139,83
126,120
116,52
12,81
14,114
83,85
12,119
46,77
77,68
5,140
19,67
29,15
4,55
23,134
129,44
122,107
69,141
65,54
90,33
36,146
35,71
145,64
120,49
17,124
50,39
6,82
11,122
53,36
23,22
31,55
53,65
28,7
54,115
6,24
49,78
7,98
115,28
20,6
82,87
111,73
6,3
131,61
122,97
116,101
109,7
79,27
119,102
146,128
3,26
138,108
3,52
39,41
69,117
102,147
42,50
137,31
115,106
89,149
109,21
57,21
111,1
13,4
53,18
87,102
131,31
114,139
4,61
95,138
131,13
142,104
43,131
72,56
35,33
34,35
49,117
145,78
136,42
138,88
109,133
19,25
110,39
147,46
124,23
33,141
44,112
50,92
16,78
143,139
66,40
145,139
25,142
13,135
18,29
4,137
120,33
42,67
6,1
148,64
54,107
131,121
121,140
79,86
54,131
143,132
81,21
13,134
92,38
139,99
19,51
91,21
138,143
63,53
10,133
31,95
125,139
119,142
32,16
81,93
5,149
38,43
85,63
12,71
18,99
22,70
47,115
2,45
46,149
20,2
129,70
19,34
40,36
11,85
62,31
92,86
78,11
67,144
53,13
14,100
127,59
98,100
17,44
109,10
33,47
142,19
146,44
131,96
101,131
8,94
85,47
114,14
7,100
22,15
122,118
99,95
85,74
44,5
42,36
108,84
42,39
16,1
2,58
120,9
70,124
42,128
88,58
7,68
48,113
78,73
9,103
124,97
16,32
42,120
84,142
92,48
7,144
29,137
53,46
30,11
144,9
98,102
121,79
40,92
93,38
1,55
77,110
113,104
42,143
26,84
62,87
56,12
100,44
107,93
32,45
83,123
16,95
28,90
83,120
137,60
113,115
91,19
94,129
116,85
130,111
47,97
39,136
91,81
134,57
142,138
85,83
25,99
74,3
77,142
20,74
32,31
1,42
14,46
80,117
40,22
70,147
89,148
26,148
101,125
89,133
93,13
111,110
12,76
145,61
84,58
46,104
77,103
78,74
21,52
90,28
96,47
98,148
87,73
26,53
30,24
127,8
49,99
143,79
5,65
36,24
147,28
138,112
13,54
28,99
80,25
29,9
124,26
44,146
50,119
107,33
77,94
60,120
36,100
20,58
20,110
65,55
141,15
86,132
3,86
37,3
39,117
12,88
115,19
6,120
86,58
127,90
137,2
67,101
37,26
103,45
51,76
124,41
127,132
95,109
80,66
27,30
69,121
51,80
3,104
61,100
100,48
3,70
85,26
122,121
70,1
24,62
95,127
59,6
61,11
133,141
63,25
36,104
84,99
125,78
140,64
92,71
144,93
4,16
49,149
2,91
130,66
120,81
22,145
146,100
92,98
103,143
98,135
129,6
87,96
86,18
64,41
137,142
60,28
49,25
75,109
3,42
146,62
92,54
111,83
88,42
52,85
77,101
73,42
1,148
47,92
97,54
65,35
4,26
9,40
31,110
3,100
139,87
75,139
48,8
80,26
138,64
5,54
66,117
46,54
30,112
118,8
93,97
148,132
9,68
51,86
81,51
85,19
138,43
54,142
140,119
86,91
81,87
78,113
27,58
82,128
23,123
72,2
45,94
42,71
117,23
85,112
3,30
123,70
79,19
34,76
46,14
9,6
50,85
105,93
55,99
86,19
122,68
123,15
105,11
39,102
148,108
84,140
85,15
3,87
66,146
144,18
81,101
116,78
143,127
144,136
137,15
100,36
125,8
124,123
18,114
148,83
116,22
138,65
144,92
59,78
58,110
48,69
142,43
14,102
91,46
102,46
8,113
94,34
79,38
77,61
127,53
60,105
24,137
138,11
80,75
82,38
28,144
96,62
33,84
10,25
123,49
13,92
80,38
19,84
12,16
141,22
24,77
46,99
18,47
3,134
2,89
104,42
134,101
65,90
10,84
63,127
33,61
60,100
70,13
53,40
40,64
25,84
24,93
110,15
75,149
140,148
61,59
90,43
130,117
130,129
123,119
3,107
107,144
70,80
136,59
45,104
91,110
114,109
118,123
112,82
103,106
51,141
69,108
43,84
121,111
13,125
115,117
107,29
79,29
50,35
146,113
99,133
120,65
16,130
123,109
38,104
59,101
77,141
63,94
62,117
78,24
122,70
120,106
80,7
119,73
89,71
117,35
59,142
65,67
4,8
61,126
121,50
93,91
80,33
88,77
148,146
30,6
9,136
58,107
119,52
104,26
71,62
72,149
109,8
13,2
132,72
133,86
7,79
86,56
73,140
95,149
84,64
41,28
141,21
71,109
91,124
7,77
4,81
87,128
99,100
63,142
78,120
140,147
123,147
140,39
121,84
140,117
127,125
39,111
104,93
82,120
144,6
136,70
38,7
34,58
102,79
97,122
136,9
133,70
128,138
38,25
131,108
2,20
70,139
67,52
89,124
141,63
34,92
138,50
88,56
80,136
4,88
110,114
7,64
58,137
122,109
69,15
83,102
123,125
122,120
105,143
77,23
41,7
84,26
83,89
124,75
11,147
90,32
31,54
26,52
122,39
79,84
28,50
92,102
119,136
127,49
38,111
143,37
108,32
95,1
32,124
12,68
141,74
77,143
88,115
98,83
6,16
127,117
131,82
65,13
109,132
67,17
71,17
130,150
5,108
32,113
91,119
87,135
133,65
16,75
103,95
140,50
36,149
139,80
79,44
12,22
5,148
110,14
120,8
142,21
89,115
80,28
25,55
57,37
118,117
27,82
94,4
110,93
53,130
72,6
125,115
24,35
15,91
139,136
86,26
64,74
13,121
23,118
70,137
71,82
108,55
29,6
78,143
86,81
91,76
133,80
108,68
112,131
149,25
127,131
137,61
113,118
99,6
129,25
44,85
137,14
117,53
36,135
107,132
129,83
71,70
58,20
16,13
144,54
105,83
137,73
15,68
118,124
88,70
29,54
15,100
42,84
9,93
114,128
36,136
48,57
134,97
116,64
124,127
114,78
95,110
58,60
77,105
62,95
92,59
24,56
34,132
103,104
119,2
63,149
20,126
24,105
73,51
101,46
33,118
120,135
59,129
84,12
104,117
134,107
96,34
125,143
132,113
14,97
53,114
129,76
40,100
138,149
14,133
20,32
61,40
80,84
46,79
14,42
138,133
46,3
30,56
36,53
122,65
7,95
31,127
93,89
131,130
116,126
80,133
48,112
133,109
3,129
15,146
83,103
88,14
119,68
81,44
68,144
25,82
108,53
37,65
52,46
79,36
143,66
147,32
147,34
96,25
147,76
45,126
54,2
14,51
41,55
82,121
4,17
37,72
129,8
58,94
99,9
12,116
30,68
25,106
75,63
96,24
43,9
20,89
109,120
115,140
7,76
18,88
85,130
131,17
133,97
65,22
129,140
45,5
3,97
29,101
99,149
113,86
65,45
6,15
140,36
32,65
136,43
78,60
40,127
12,130
77,58
58,147
46,65
30,46
134,116
81,27
96,36
88,51
56,41
26,104
7,127
63,31
30,132
112,123
75,50
33,32
7,38
64,85
98,1
89,16
85,132
13,5
130,136
40,73
57,136
50,48
96,41
127,92
99,59
146,5
38,148
8,31
138,99
60,96
17,105
85,144
80,65
60,31
2,125
7,52
74,148
84,125
64,93
90,48
131,132
69,41
120,80
87,8
145,114
42,59
102,2
54,39
109,16
64,144
51,9
7,20
132,138
121,141
33,41
5,127
77,36
108,145
74,60
91,90
117,85
122,62
109,9
113,97
21,51
100,140
50,148
32,83
85,5
106,31
30,148
94,112
135,84
8,125
51,70
35,52
46,35
51,65
129,112
124,79
7,122
110,141
82,8
129,116
128,123
57,58
100,89
124,105
8,123
20,18
88,100
132,84
13,33
27,127
122,78
25,18
99,18
91,36
114,33
132,116
130,100
45,41
41,145
99,146
38,26
99,87
30,57
57,6
79,96
109,50
18,121
115,120
51,16
108,51
35,93
115,41
43,34
11,138
136,77
29,104
8,54
28,38
48,149
149,109
74,54
127,126
125,129
61,27
7,60
112,81
115,49
29,138
6,37
119,138
127,4
120,70
138,55
117,96
142,139
133,50
32,42
107,136
114,87
137,91
116,41
15,96
25,60
39,71
44,71
107,94
53,44
141,106
130,8
11,60
37,1
67,145
132,46
115,85
56,69
2,149
91,15
79,14
105,123
133,123
54,48
90,124
26,4
131,77
16,97
54,104
53,132
39,126
144,104
103,48
119,106
16,142
19,82
108,88
138,69
121,87
2,147
36,65
83,19
64,19
111,118
83,70
20,128
86,62
91,137
1,140
137,149
140,132
11,143
47,68
23,69
98,112
104,109
108,59
56,18
118,127
125,20
98,121
83,92
116,115
89,70
58,119
110,16
13,16
111,117
69,66
12,115
11,149
64,142
82,25
48,51
139,66
104,16
79,136
74,87
77,22
18,3
79,95
58,126
12,101
16,137
22,80
128,144
100,20
38,125
138,96
7,48
42,33
40,44
12,30
67,46
33,25
6,81
112,23
4,31
131,10
5,58
13,68
19,115
97,142
92,65
119,49
48,41
114,34
106,125
134,123
118,81
61,74
144,42
147,107
13,144
23,56
60,122
66,53
107,79
53,133
115,137
86,129
41,4
22,89
71,138
116,37
71,6
46,19
73,71
4,29
115,76
41,71
93,34
134,94
21,13
27,18
90,84
31,142
6,121
16,96
110,45
14,23
32,131
81,116
57,31
13,88
115,98
89,42
45,19
62,10
119,3
92,51
35,36
60,13
59,5
141,126
41,90
114,16
111,143
22,6
115,68
39,23
82,69
118,54
92,103
20,80
73,58
36,81
146,34
92,41
115,53
77,118
119,108
61,138
122,96
110,120
51,146
89,32
68,147
29,30
31,67
135,58
15,117
140,44
63,130
27,9
60,118
20,70
81,14
45,53
118,25
60,40
74,67
57,49
110,56
10,104
98,136
48,13
54,125
35,107
9,149
65,107
114,60
8,63
122,145
143,46
58,5
13,37
109,100
126,149
39,46
69,74
59,86
21,30
127,87
74,78
61,145
137,99
44,34
12,90
26,88
44,40
80,49
71,56
18,110
1,56
20,25
139,120
2,81
61,35
146,78
5,109
51,45
49,123
99,73
88,37
132,134
54,105
62,146
135,129
145,49
24,94
38,101
80,82
68,52
26,35
141,34
146,102
71,34
126,14
38,91
13,62
89,65
9,122
60,140
58,24
24,107
85,43
126,106
62,38
50,5
68,119
93,21
17,83
104,50
112,93
66,1
82,126
104,81
52,76
58,128
52,148
133,138
10,78
9,54
123,82
119,114
80,124
11,145
12,9
75,108
97,17
129,143
98,86
133,13
63,6
100,131
21,83
33,36
31,62
13,126
80,132
144,148
10,132
62,63
9,114
29,49
57,127
24,57
47,44
78,53
95,38
79,24
21,137
21,56
67,51
23,135
45,49
70,118
62,104
131,142
81,68
149,20
125,108
146,61
69,118
133,120
134,122
142,28
67,6
19,146
121,126
137,36
41,66
43,67
109,85
101,142
5,14
15,26
40,72
115,20
5,118
54,77
129,99
80,41
73,127
113,108
47,78
137,70
131,128
28,113
84,139
139,6
142,40
123,19
25,146
30,45
25,136
75,52
54,98
20,92
12,59
19,20
127,115
142,10
69,101
135,32
83,111
53,100
85,65
52,116
58,78
40,99
79,57
55,67
61,116
12,72
17,88
8,141
117,138
85,60
7,108
36,1
77,63
51,38
7,69
108,8
102,115
25,49
96,2
145,136
98,117
138,40
140,8
121,124
127,2
88,50
120,104
20,11
63,140
59,33
134,69
108,113
10,29
98,15
119,70
40,129
98,50
134,17
2,24
63,134
56,47
132,120
113,81
125,76
102,120
62,93
60,137
77,69
11,141
75,115
64,67
95,5
28,11
144,102
55,85
109,43
10,67
127,44
79,32
109,95
118,76
94,97
64,20
70,76
93,61
22,41
145,17
120,20
61,81
121,41
137,57
137,71
18,42
10,64
97,73
124,95
27,37
57,104
109,62
74,146
125,26
67,59
124,113
136,81
88,112
127,10
148,20
35,39
15,119
11,90
84,24
18,91
148,1
80,61
40,49
22,116
46,61
89,109
136,15
8,138
35,32
97,83
127,130
144,15
86,142
58,52
104,40
23,73
145,97
21,62
100,85
103,116
145,60
45,77
96,8
116,122
15,124
47,83
39,105
33,58
145,91
112,127
97,131
51,103
42,144
28,94
48,64
2,130
18,90
22,104
25,102
130,24
147,121
89,94
141,66
118,36
130,23
143,142
90,62
86,75
145,124
50,13
30,2
112,8
122,47
78,122
67,61
118,68
140,145
85,120
75,3
7,129
70,112
126,35
99,71
2,35
50,11
149,112
9,80
106,146
15,76
21,95
5,122
135,112
62,7
63,48
97,6
126,63
101,47
121,71
18,30
97,27
2,88
67,147
144,81
24,69
69,129
14,95
52,118
45,23
38,2
37,55
76,36
62,86
90,102
149,63
63,58
147,110
42,115
128,96
106,44
21,73
76,15
5,86
32,123
148,62
48,132
38,102
145,44
66,44
82,122
23,60
63,35
11,12
108,15
4,89
8,140
114,68
136,92
43,138
88,121
124,47
149,92
87,27
48,16
111,90
44,129
27,1
58,59
86,141
132,38
40,144
56,103
139,62
87,99
90,76
140,57
51,69
107,69
39,116
43,18
9,140
125,65
58,56
69,22
20,12
50,77
101,96
113,68
39,78
139,111
50,118
104,142
63,11
11,3
84,96
3,23
12,126
10,18
77,32
82,111
6,117
82,81
20,116
63,12
57,88
49,63
147,38
24,79
64,72
140,3
43,36
100,124
12,128
108,19
36,86
93,121
130,21
149,102
117,37
30,21
64,4
42,79
9,25
139,91
72,148
11,114
76,142
33,85
134,87
91,44
26,82
96,97
120,22
91,145
116,63
5,11
62,74
101,111
128,55
9,92
42,3
82,41
80,60
105,54
12,27
3,121
59,132
144,70
105,23
118,105
34,94
104,86
38,28
80,72
76,53
105,49
120,44
34,50
17,144
119,95
109,115
51,19
44,143
140,33
87,42
18,25
7,125
101,121
20,125
114,131
116,61
32,92
112,65
124,114
22,68
125,58
107,89
102,3
85,143
112,87
52,89
125,37
41,20
47,132
49,136
38,68
14,92
14,101
53,10
49,9
87,51
17,4
79,108
76,3
68,111
6,28
136,139
92,50
125,53
34,119
38,139
23,67
147,79
10,70
43,26
8,40
138,121
127,140
48,23
12,80
18,19
149,52
79,76
80,139
72,97
149,53
43,113
49,14
140,4
6,33
18,112
145,15
18,137
14,116
125,60
69,112
19,8
53,140
67,12
147,144
60,29
11,75
11,113
66,7
133,83
1,91
2,10
68,120
101,48
68,45
20,147
58,21
19,91
71,73
12,3
46,16
11,133
47,102
129,59
118,120
33,57
77,102
72,88
82,146
34,114
5,72
22,40
33,77
56,123
9,63
22,10
62,22
90,37
19,110
114,26
148,40
15,10
95,116
79,113
22,117
71,143
147,136
101,38
112,42
27,40
15,89
39,12
70,97
7,128
10,97
84,55
10,87
6,32
18,116
63,19
140,142
75,24
56,27
12,123
95,26
93,148
24,117
90,134
99,112
105,68
40,108
11,42
27,57
116,10
3,141
141,105
143,134
36,118
42,5
85,71
55,49
49,1
100,103
74,10
113,62
130,112
36,57
106,110
14,107
5,56
127,116
145,27
88,120
139,128
112,28
74,16
13,64
82,148
125,103
80,40
