Left,Right
185,125
1256,37
944,68
213,139
989,54
1409,103
1209,120
1429,116
806,41
905,29
555,71
976,96
513,81
858,121
1618,57
1085,65
1351,94
1466,149
332,137
650,124
560,123
1316,64
783,23
537,70
1563,99
634,36
404,11
492,19
1323,113
1361,12
1296,15
444,90
1482,93
1311,35
1454,54
1316,39
1580,53
639,125
1141,119
506,85
1490,16
435,61
1091,1
578,142
296,121
1463,17
724,115
757,141
638,103
1435,137
917,42
354,89
321,82
1032,12
699,92
914,62
351,49
368,28
1528,134
1342,120
806,46
1546,81
1326,34
1341,55
914,50
1368,62
296,44
498,116
758,25
649,82
1482,39
368,5
447,132
336,31
847,37
191,141
1257,84
1142,38
883,136
1349,138
735,87
1165,86
248,48
671,102
1506,62
709,128
1048,107
556,56
1005,47
642,17
1583,115
1323,66
669,74
305,55
829,29
819,133
1183,138
1112,73
1284,27
862,104
1579,95
565,100
701,109
1382,89
801,132
369,79
840,16
1441,139
510,140
562,63
285,85
383,85
1351,26
557,2
1532,145
1077,43
946,130
1114,143
292,129
879,71
300,148
1010,11
1054,71
1405,68
574,51
1513,137
1163,34
1194,86
1389,1
1006,108
1394,99
1208,77
852,46
197,21
442,43
250,103
1466,36
1305,88
776,113
788,29
862,59
1211,76
250,48
1161,23
820,10
1143,55
248,26
750,98
1327,93
1555,12
1141,56
232,107
440,42
1170,124
931,25
862,134
287,91
892,5
591,145
245,58
1276,1
1312,71
848,36
1363,99
695,100
754,31
836,79
248,109
1348,70
671,92
890,122
924,6
1001,78
1282,10
883,86
868,44
1058,110
413,120
1264,105
717,115
280,86
1073,120
1456,105
240,118
1318,139
387,136
176,44
607,140
825,96
1625,93
1036,9
1555,67
784,125
1265,118
890,100
646,128
219,73
1264,36
486,63
1559,145
1464,87
265,102
1158,138
1541,20
276,51
1071,140
628,52
1203,6
1432,119
1372,88
988,47
1309,8
1352,13
933,63
1417,111
823,58
1315,14
386,103
331,84
244,76
379,5
278,90
1333,91
216,145
1213,26
926,32
500,13
1189,42
647,43
1193,103
1529,17
1413,19
1222,76
1128,21
1432,25
808,48
1460,83
758,32
1543,67
990,64
795,92
237,74
536,123
864,69
1002,117
412,25
1184,109
1511,116
554,8
1240,41
1079,112
491,30
1105,133
447,13
1151,30
993,148
988,125
161,93
175,147
882,10
179,136
648,132
1206,131
503,102
1587,112
1515,15
1290,144
821,143
211,37
288,52
401,91
1125,119
1646,37
1018,63
277,41
704,72
1050,28
608,129
906,3
1391,103
384,24
606,77
1080,111
542,29
1485,40
346,14
1305,138
1167,129
1168,95
1272,101
1010,140
1370,132
1436,68
505,31
838,6
1094,108
716,118
182,64
1049,128
1027,87
537,94
461,6
1559,42
773,47
646,46
1159,133
848,70
1063,111
1212,44
498,106
1541,15
1359,132
566,119
929,42
1011,132
1057,30
891,39
666,91
772,82
497,114
698,21
1060,143
325,18
1329,3
1228,44
1108,141
467,73
154,149
1001,80
486,67
482,61
426,111
917,94
676,111
841,36
1362,66
1575,27
1182,14
760,107
558,123
972,105
420,6
611,5
463,76
1314,47
967,93
556,81
1573,100
960,26
1452,19
281,33
1506,76
1549,103
555,146
202,138
755,57
1035,81
1479,25
429,81
1036,140
718,9
1326,133
1276,110
391,3
276,49
415,136
936,80
1267,49
1156,17
346,118
219,23
1086,67
1016,136
463,140
253,115
1119,116
1195,32
855,23
1411,111
278,69
1030,63
557,53
924,138
560,29
1077,62
230,30
342,63
347,61
1533,17
1464,110
383,5
953,61
1381,145
1469,56
891,100
205,50
1125,82
994,18
613,32
1591,83
747,98
1446,140
1211,68
1365,147
1392,140
1136,126
822,143
1293,35
1306,36
849,70
1094,23
1183,121
195,66
1473,121
1054,30
1228,80
1396,94
1151,35
397,50
811,41
1249,95
185,22
481,65
1198,53
1570,46
1609,29
1453,41
842,24
1173,27
1388,19
1152,5
298,43
565,133
1637,9
1023,80
1124,75
1638,19
1273,113
1262,135
1549,119
1489,105
1061,68
490,4
529,34
1027,146
1221,8
967,113
821,19
1304,31
1603,128
1454,92
1211,149
416,141
1328,14
312,69
1496,33
1404,73
330,12
828,10
462,48
245,45
1567,94
238,3
461,140
153,98
1117,138
780,53
1092,88
1336,105
254,85
1229,105
180,68
1152,17
346,140
293,141
1219,22
1447,132
1601,23
1373,85
1309,32
1204,133
1344,116
245,41
388,35
1159,45
1423,71
600,120
568,51
1523,52
1341,79
167,25
582,53
819,19
444,14
1187,90
1239,26
1331,144
1416,86
1070,7
1366,77
253,147
431,76
495,72
611,139
1145,53
1214,112
800,126
602,43
339,7
520,13
347,52
937,132
1039,74
619,1
1255,51
1298,51
941,57
225,83
1313,135
1285,75
427,53
611,73
1404,40
1200,119
1364,63
156,24
534,75
1461,69
1427,3
1419,22
592,23
1360,127
347,6
929,15
151,9
708,104
1318,63
323,50
455,127
252,79
272,39
991,89
1454,62
591,67
178,8
746,9
1570,47
348,125
1233,80
229,102
624,149
287,79
1045,12
450,142
268,51
1636,81
453,4
1541,127
1371,40
598,63
1507,2
1100,118
769,1
877,79
565,1
674,140
1113,112
851,142
279,143
222,70
581,18
1089,115
983,59
924,1
951,16
698,2
280,23
1508,85
258,131
631,89
496,96
790,149
810,135
1307,39
677,126
1457,20
1489,54
1281,64
1292,80
496,76
425,72
1063,124
1104,75
560,41
745,115
1114,132
298,103
560,48
1454,24
1599,41
685,87
883,92
1435,15
1358,109
1328,26
1514,2
1120,117
648,87
878,113
852,97
1367,107
923,138
393,22
373,117
1156,143
1633,104
1493,126
310,128
399,132
585,129
807,27
496,124
469,38
1574,140
282,87
907,23
1283,27
604,83
881,109
1510,36
190,25
179,18
873,5
847,33
1298,55
1362,132
501,35
1552,53
597,98
471,73
1207,12
539,1
1109,118
1057,41
1040,135
213,30
1086,122
1590,76
717,46
1105,38
1094,42
429,142
1424,11
1537,4
479,14
767,10
827,58
655,112
931,66
626,119
1170,66
1263,120
1145,106
1543,29
284,26
1452,141
1466,102
1324,134
658,145
1179,133
824,31
931,33
330,108
718,89
1078,109
786,11
1438,130
1500,17
1225,66
846,30
1040,18
854,125
1551,21
977,39
1330,114
541,82
765,24
429,50
216,100
481,36
558,85
1520,123
649,70
1041,144
906,35
1525,106
869,13
1242,29
1312,6
233,33
334,60
448,148
1071,74
1530,9
760,38
1074,127
423,91
249,17
973,45
1585,120
1615,68
904,148
1075,58
418,66
631,91
649,116
878,57
784,37
1400,130
823,51
178,105
1004,100
311,53
572,29
695,137
1278,96
405,118
1165,70
921,145
940,56
193,36
678,114
1027,82
1240,30
1520,38
1119,98
890,95
678,50
172,72
275,110
1593,39
418,123
1442,144
888,22
1179,141
403,47
906,81
839,61
1558,52
179,100
833,147
826,32
542,140
1341,94
1147,34
1629,28
392,54
1603,51
954,65
1353,37
1562,111
644,107
948,84
408,33
841,63
1374,79
1077,89
1097,5
856,32
204,98
346,18
1571,26
1006,39
1332,133
1520,117
361,12
986,12
235,24
1617,89
1576,127
516,45
757,116
1600,71
611,108
1511,9
1097,140
427,16
439,44
188,82
1253,53
538,70
883,106
237,59
851,51
1241,31
359,18
1354,76
555,129
319,65
905,90
864,96
635,33
1123,44
1315,120
1645,90
396,82
1077,76
835,1
1459,123
1229,62
1477,101
942,18
538,142
782,115
782,66
717,124
1566,40
973,37
895,96
1102,106
436,76
255,94
191,15
1542,27
1286,73
371,55
523,61
404,14
748,144
825,20
670,81
399,85
467,30
1086,5
1543,99
1225,24
453,62
409,93
1020,34
915,50
1560,50
1325,105
711,22
400,1
1486,55
1579,32
241,85
1608,83
1424,18
1213,5
366,73
587,20
254,41
444,55
630,66
465,92
385,68
1297,7
398,43
1596,10
869,67
417,71
703,24
913,33
518,99
199,85
1645,38
1065,117
981,77
461,139
1409,69
310,47
558,132
157,129
700,96
510,64
1564,119
513,58
1081,8
1158,90
1000,121
852,133
601,38
1228,130
917,7
189,83
549,113
1646,25
223,122
1047,74
1405,76
1012,12
1501,109
804,8
1253,123
1384,103
1457,37
955,104
887,130
474,81
709,118
190,100
500,56
1413,68
877,39
1191,51
744,23
1603,134
388,81
1128,147
407,34
684,50
928,112
1596,39
934,27
1076,79
697,64
1133,13
1003,115
212,35
1136,102
994,91
1517,70
594,28
1373,103
854,147
1639,19
1085,96
848,139
1603,38
177,124
1438,68
642,136
1521,141
1097,92
721,126
1331,50
1590,47
986,144
479,126
1328,109
956,90
1191,12
371,78
1094,115
811,147
1149,106
969,59
1075,24
544,39
941,45
950,90
666,59
1058,129
995,45
541,85
1450,40
1384,11
641,91
910,55
1201,59
1351,58
907,47
1180,63
370,138
1619,51
315,71
785,147
450,46
860,24
163,6
618,4
295,82
1361,129
1583,110
494,113
1295,103
1574,45
689,43
449,76
801,37
1421,116
829,43
1355,117
1340,147
425,40
1084,86
948,149
1331,119
802,94
355,91
1194,36
1375,58
1446,122
1614,133
1070,39
334,34
369,59
1063,125
1347,101
545,140
1123,45
1477,7
1027,69
1182,123
1607,119
988,96
374,73
1218,130
829,88
663,132
260,128
448,67
1293,104
1460,112
370,51
1211,105
851,133
883,26
1212,59
481,82
1026,122
512,74
327,144
1183,81
963,94
1461,16
1068,27
360,118
284,96
1213,82
735,136
1479,82
1571,134
551,118
285,102
1638,117
1065,74
321,142
627,62
1121,135
1045,147
1430,72
231,103
593,27
1041,94
634,104
595,32
175,19
1327,38
1417,27
314,95
1250,115
1031,21
230,82
1556,5
1520,115
853,127
1320,132
697,74
1603,48
1629,21
1518,73
836,93
285,93
1062,125
857,145
638,103
1633,49
969,65
568,12
531,108
1291,141
383,125
790,15
342,94
711,106
260,18
242,144
544,138
162,123
1124,101
1579,106
1647,37
852,131
1615,70
1333,98
1014,13
245,127
757,19
884,57
1076,6
1282,20
1359,99
692,131
828,133
245,29
1366,10
635,25
1426,88
1162,87
1574,71
176,127
777,130
1465,89
336,9
1127,44
1041,84
153,131
1058,41
1412,134
986,2
1254,135
1595,14
1251,135
1232,119
735,3
1592,48
179,18
1366,79
725,107
273,137
404,105
1196,115
1324,95
887,51
207,110
606,115
735,81
1429,136
268,91
703,10
161,125
467,84
800,102
891,41
256,58
992,6
424,79
1216,56
1617,30
1619,108
999,81
457,45
643,110
704,70
1191,115
326,61
625,74
989,65
1140,137
969,112
1337,38
644,104
1335,7
1444,20
416,75
651,133
1210,26
1498,56
1500,66
505,23
207,47
1307,60
1636,122
320,7
1117,53
826,81
1068,104
927,143
1156,107
1172,136
1448,77
312,24
631,84
381,58
518,120
912,143
810,76
1293,3
1440,61
790,104
1560,140
423,143
244,90
798,55
604,121
1180,22
429,79
355,10
1117,15
1580,98
243,144
204,76
591,77
1133,66
1011,142
436,69
1370,21
1340,2
1413,39
372,94
1074,19
1618,11
1207,125
365,8
1317,92
1598,96
1357,35
406,44
1329,56
835,42
1335,81
1246,56
715,104
881,115
368,63
757,35
505,144
1224,77
1344,53
1602,35
907,29
1010,82
1620,91
1391,13
700,104
377,94
699,6
305,118
496,67
1589,38
980,93
1445,40
537,109
164,88
1128,1
660,61
1253,60
672,19
423,29
1279,18
435,55
1479,6
1629,104
925,73
1135,20
994,49
1600,58
350,132
1027,27
234,14
1415,79
470,50
876,107
270,34
730,112
618,40
379,14
154,126
876,6
1470,43
559,147
1435,13
625,148
796,130
1175,27
1079,139
1461,28
591,55
1214,113
1217,72
687,89
1299,96
994,149
600,75
902,14
459,55
1214,104
629,120
633,41
1303,90
1386,99
1649,135
307,31
839,3
221,88
867,37
1245,9
574,64
1606,15
1108,119
864,49
1221,110
1646,136
637,120
318,4
290,91
1542,11
1020,11
1122,109
1622,119
236,62
512,109
594,120
1018,32
1350,119
1051,42
1115,146
279,13
985,53
608,30
985,130
1499,30
273,149
438,3
790,38
802,78
1323,83
1435,26
896,92
1247,147
1040,9
253,73
518,140
694,142
893,70
1339,98
1601,136
297,141
1590,22
586,13
1536,31
869,112
482,105
961,26
378,103
1440,126
354,39
368,110
210,120
390,53
257,111
890,96
437,111
1293,146
1021,68
231,18
287,14
1633,144
552,25
433,57
541,14
1070,86
1048,50
250,47
580,23
1563,51
595,32
368,127
972,12
905,48
1023,16
1289,46
167,87
1510,96
775,17
1205,26
990,146
692,103
355,129
608,94
1202,9
1032,120
576,9
172,43
1482,89
511,26
1505,146
1535,40
280,98
322,77
1502,22
1166,11
1065,15
583,120
803,15
1014,17
1271,136
520,101
303,78
179,136
325,101
1144,144
820,9
1454,108
560,123
331,82
1239,12
1612,72
1002,84
919,105
828,99
1024,88
446,100
628,72
1439,68
693,148
153,140
464,105
825,92
1605,130
1630,4
639,53
1296,20
1215,92
1029,24
1566,58
1286,22
1521,58
367,76
406,13
1628,129
220,136
325,2
375,86
1431,34
345,136
793,64
1120,27
484,147
503,57
775,71
1176,88
651,119
1106,118
614,87
372,7
259,143
489,100
371,15
1396,149
810,37
613,133
1018,81
1254,41
373,124
1132,79
1376,85
548,130
899,115
564,147
990,149
771,135
426,39
1579,108
734,18
867,118
1557,135
896,119
821,23
1456,67
1635,143
1316,88
1250,11
1124,16
1319,133
1377,133
151,16
1421,139
1129,126
419,131
629,1
1058,97
390,49
1139,115
1181,39
1548,88
1263,76
735,39
910,58
411,91
1416,81
1003,29
733,59
599,118
342,80
856,61
1145,34
213,52
1027,2
368,8
566,104
966,120
1218,78
854,121
219,30
1171,121
1176,45
605,99
488,107
823,58
922,60
717,68
1100,96
1425,24
1436,36
579,68
394,76
956,91
654,10
834,56
762,120
1206,96
1558,114
1316,63
693,113
752,101
270,81
1260,8
1294,102
1649,149
235,94
190,15
225,21
680,33
467,123
546,118
343,45
550,142
1128,53
927,7
1071,124
488,129
660,84
224,6
944,84
1231,144
1056,2
377,86
1338,57
1399,31
1366,89
601,133
1446,118
892,112
697,92
475,14
1078,117
654,9
371,135
1481,42
1149,37
1152,34
339,139
272,5
626,136
788,138
856,97
927,37
1518,121
576,83
1149,65
1561,58
1132,102
633,94
1403,17
1361,71
1523,142
871,104
1202,146
396,141
263,85
1506,95
297,32
224,32
1223,44
699,62
1139,67
1131,121
1571,124
1075,71
897,147
1231,136
718,52
413,111
481,56
331,57
597,36
163,5
444,114
1145,130
1141,139
1018,61
1259,10
928,83
803,135
837,73
236,64
690,24
867,31
212,47
1325,44
1349,51
165,43
238,51
1125,56
1277,29
1521,63
179,149
256,73
1632,14
1515,114
800,39
656,104
1411,128
1112,105
1015,56
730,102
954,96
852,141
791,147
1627,67
967,112
1043,100
1094,23
375,108
940,147
311,12
1227,145
373,94
295,3
1308,31
983,44
1240,52
424,45
174,67
1068,125
1267,118
719,62
834,39
916,85
741,114
617,38
711,28
1575,129
1076,139
1507,92
1568,4
681,133
617,22
959,112
1535,7
906,62
243,130
555,118
554,142
1303,131
228,72
845,19
321,34
1411,86
725,133
1080,132
796,67
765,73
720,37
600,10
1158,98
827,129
916,55
263,75
1343,82
497,148
173,41
982,30
607,12
167,105
1291,111
919,61
1350,133
1340,37
936,142
1473,47
1490,74
338,134
1243,51
794,89
661,3
1159,54
1435,128
334,133
180,14
834,76
376,25
174,24
1223,71
1140,34
1431,5
1366,108
233,113
1309,23
1085,139
186,16
1563,103
266,136
491,97
542,61
214,62
1063,78
1606,118
1435,14
498,123
671,44
1429,14
349,97
1471,82
1092,15
1129,27
518,26
637,133
1028,90
286,138
217,144
1034,80
450,80
339,53
1605,105
797,22
989,54
1179,97
1448,98
1385,99
650,77
375,15
558,28
746,72
1233,60
1130,23
1518,74
1043,109
356,138
1330,124
716,65
1143,43
879,97
1136,145
1199,143
905,128
1199,26
197,3
1484,125
1134,44
1046,128
627,83
496,71
195,69
1512,110
1179,107
865,109
1334,1
1054,109
214,47
1596,33
1199,36
882,51
1465,96
1173,108
553,18
1254,93
631,76
1392,65
602,31
1291,102
1257,12
498,83
372,16
288,64
378,131
763,99
1341,28
607,14
489,76
1064,143
248,109
372,84
1611,78
1149,23
951,66
345,137
329,1
564,41
418,79
775,68
1347,50
427,36
1076,71
187,82
956,47
1129,54
1501,82
833,23
185,123
1014,88
828,22
905,147
1186,54
1348,99
828,59
658,52
1461,148
557,56
421,72
1331,29
762,149
1205,30
841,41
941,107
1035,125
1539,129
1645,63
1415,147
1617,140
1087,58
633,94
1183,77
1324,15
1500,90
1485,23
526,91
895,68
1478,122
161,37
1434,37
1430,5
168,42
426,142
1448,96
790,84
768,1
534,49
1342,16
933,6
575,87
1105,55
187,140
188,142
898,2
519,116
1648,96
788,45
1426,73
1338,79
913,91
902,100
995,15
1604,64
374,31
1181,69
1150,113
1594,78
661,126
794,131
644,129
775,123
308,66
1367,15
1053,116
341,119
741,43
982,134
695,95
1146,124
1138,141
621,21
1166,33
1591,143
620,16
1249,119
822,50
696,41
988,38
693,59
1032,78
1597,58
331,16
1607,61
806,106
1128,26
270,52
1253,100
876,149
579,134
1206,64
306,112
1465,16
1451,119
666,36
384,66
526,36
701,83
430,1
1075,76
352,115
1087,95
755,13
1090,78
641,57
1586,100
742,76
811,122
1647,57
720,12
324,95
1309,98
612,102
1566,147
940,50
746,49
1434,17
770,40
1553,60
1463,72
1547,85
1382,111
1385,148
595,29
499,17
831,105
399,37
1261,72
1080,84
299,85
1449,47
229,38
1202,109
1367,77
1150,95
925,33
604,103
675,145
1158,59
183,12
770,39
387,130
912,72
504,85
647,17
1352,129
951,144
278,95
1186,126
645,45
1351,71
1629,40
1115,112
1499,16
794,51
584,116
972,21
283,75
1541,42
602,105
1314,18
1416,139
926,66
368,78
1156,32
1512,32
1474,39
164,68
1585,4
1530,47
387,96
1091,37
156,49
1290,43
1148,21
548,62
848,13
1271,66
1198,92
912,112
1232,45
844,32
1634,33
368,148
889,54
402,4
1097,92
1283,19
936,144
1208,129
919,23
477,110
1161,15
690,40
1458,75
1580,40
724,129
818,115
1216,23
1064,1
873,135
788,139
404,143
690,26
825,3
1263,28
217,60
532,80
1618,117
342,141
915,103
722,65
1555,71
898,110
938,1
299,87
1413,132
1550,61
232,98
1311,12
1352,81
635,74
858,130
473,87
213,92
1483,14
1515,142
1421,113
986,140
1491,120
1559,32
348,93
423,14
174,131
1564,43
714,7
436,63
224,138
1531,84
1358,67
1337,39
222,25
1090,109
1094,113
1309,130
1445,43
1387,42
1071,69
721,100
1112,120
266,72
1601,18
677,132
262,23
863,83
626,91
623,55
378,131
1303,148
1039,32
1423,145
273,95
1055,123
216,32
1567,64
487,16
186,36
539,116
419,115
175,12
684,35
1218,140
617,103
778,50
1392,68
1506,17
251,103
1357,138
1599,77
1503,22
1240,91
1056,69
620,8
459,52
450,89
1029,147
682,3
492,26
1128,79
1254,20
1616,144
1152,22
1061,149
524,20
1390,101
546,49
567,71
962,123
1139,80
601,91
1275,28
1332,146
1342,140
1409,42
1483,132
1018,30
968,104
1252,85
769,26
1569,13
395,32
828,107
190,58
922,39
425,42
1309,57
1036,11
1527,103
1113,68
1532,94
1593,4
818,5
857,52
318,14
1543,54
236,18
893,81
661,130
399,108
390,138
1000,141
728,102
318,27
1521,101
603,86
436,85
1541,40
640,117
1268,100
1472,64
864,20
1203,134
271,28
1530,23
321,88
643,59
1551,14
888,64
1198,25
422,28
1408,122
1410,113
617,109
961,17
463,12
1565,4
262,2
354,75
225,57
1321,120
1388,85
219,56
222,113
1571,96
571,133
765,144
529,44
1119,94
950,3
216,48
450,41
737,115
492,42
509,117
979,133
1209,129
1441,18
994,2
1010,8
1568,44
414,61
522,92
169,37
1380,31
567,62
1538,120
216,99
894,83
476,145
1406,34
1563,58
1083,107
1306,89
1349,69
767,6
1251,88
347,39
1636,122
213,44
1041,120
1126,5
1542,75
261,59
1486,70
1283,101
386,83
1234,73
850,30
914,53
233,91
1390,130
1375,144
1403,66
193,20
1377,9
623,113
215,124
1570,83
1574,33
1006,25
152,121
700,38
890,43
368,70
1375,127
1336,126
1184,73
1170,94
1286,8
1560,82
633,70
241,43
1054,72
1241,85
1452,38
1550,92
296,110
872,81
833,121
604,140
283,37
1501,45
462,75
861,63
1081,120
974,15
1138,109
495,19
307,28
1116,92
880,83
558,107
1496,4
1042,79
1145,14
1151,104
1363,134
1327,101
963,36
572,94
1090,38
1099,120
1374,64
1630,6
847,63
808,15
1632,127
1582,112
1327,60
469,34
1377,63
987,27
1315,35
593,90
490,33
902,87
1042,63
679,82
866,116
676,107
1294,18
1060,102
1348,73
878,26
1265,69
1523,13
484,84
1490,131
886,138
581,58
748,1
1076,29
1410,45
815,129
312,148
343,104
769,75
1335,26
1475,77
1083,83
369,74
683,105
1225,132
1561,122
1360,24
606,4
499,5
272,8
1137,81
799,6
828,73
402,135
884,133
195,78
1000,71
916,48
886,86
1448,48
1277,46
1487,10
955,119
552,147
1103,66
943,47
1077,31
869,124
865,77
1007,9
1647,71
998,92
1408,21
1055,69
1134,37
563,132
160,5
518,116
410,122
363,25
1487,142
198,144
1098,58
953,138
1332,100
1387,109
932,13
705,48
379,42
1123,5
1124,26
1078,95
1593,108
1029,46
1608,41
729,26
588,149
1356,63
309,134
828,60
1636,10
688,95
172,83
298,137
229,96
204,41
570,133
226,143
159,149
1611,54
356,37
299,79
263,44
1294,99
1125,49
1185,54
1526,101
1188,6
235,40
1189,145
1364,126
515,26
291,23
680,66
1380,46
657,62
230,18
1230,17
1172,75
1065,95
151,105
569,73
1563,65
843,149
535,98
1584,135
858,71
1359,147
1522,50
1525,109
859,139
1296,123
1413,124
346,129
520,130
198,114
832,120
1447,26
1256,133
1599,97
373,2
625,4
375,18
1604,140
1543,3
322,31
1616,115
974,89
1035,124
587,19
176,29
1280,90
654,34
1288,144
1174,14
1049,28
1325,100
570,124
1475,13
720,96
324,30
966,111
774,39
1178,33
965,143
686,112
1382,112
1097,132
330,51
1174,110
1265,28
533,105
1340,79
1336,147
1363,8
349,62
431,110
461,125
849,10
210,37
857,32
1302,54
1397,132
1486,149
1587,26
570,80
763,2
426,129
319,30
250,66
1217,128
184,11
1178,139
297,59
1132,87
598,115
1250,130
924,71
553,70
544,17
1185,1
421,16
1127,55
1473,15
1568,18
1462,45
543,44
300,60
861,139
1447,61
306,23
1218,4
196,111
418,146
1447,80
184,119
991,52
1331,82
755,139
353,71
1491,109
238,77
917,74
1560,5
1517,25
1634,52
958,72
1432,5
375,18
1276,144
360,43
889,56
712,75
581,64
340,18
661,79
771,83
980,41
1636,143
757,96
1129,13
748,41
216,100
419,97
914,127
1132,5
1498,24
714,66
1529,34
1198,16
855,68
850,44
864,35
640,110
1480,134
1251,144
386,36
1195,38
1242,12
746,44
1393,66
1603,117
1097,71
1159,63
587,42
1163,71
1416,59
515,88
1649,90
1409,76
838,49
1094,73
1076,81
753,45
1649,4
719,10
932,119
264,99
173,11
1511,34
544,138
1462,113
1558,108
1045,84
1533,21
271,105
924,16
876,24
555,49
1320,122
1399,120
1606,75
722,45
877,17
1024,139
629,117
650,124
1622,125
319,130
1487,65
1569,8
592,54
450,116
332,67
1576,31
585,9
1325,28
209,147
602,61
1313,149
1085,143
1368,113
283,46
827,39
637,51
749,101
1207,71
1410,4
1170,25
1607,70
918,43
1049,148
1444,61
903,111
1185,53
1032,134
637,124
762,117
177,139
496,142
489,122
1376,129
1074,56
1176,119
1550,48
157,109
1259,113
876,55
1455,92
1195,127
409,146
928,66
737,77
1260,13
1114,69
537,105
1306,43
195,75
1173,64
528,94
1146,100
1633,140
765,145
1037,46
888,79
1277,82
1056,110
1345,46
1164,57
1016,47
1054,72
235,19
720,45
332,88
916,40
172,149
1099,84
626,17
320,48
1404,8
1165,21
536,74
854,116
1427,50
392,137
1271,137
453,26
1092,86
1435,133
841,52
212,67
794,80
896,118
642,76
1389,17
790,91
802,100
216,135
866,138
625,102
1165,137
1115,119
1175,87
1587,107
957,36
234,27
1140,50
753,75
962,79
717,36
967,32
783,71
699,106
1411,83
847,90
253,25
712,30
853,118
418,20
1129,96
1578,71
1635,45
1560,64
560,75
1429,21
1372,3
772,34
511,121
988,125
1525,54
1149,30
1059,109
1359,59
615,11
1136,26
1147,62
1041,23
655,73
1000,36
353,1
348,70
1332,40
548,92
945,114
624,85
1566,18
603,1
681,55
415,137
527,110
1318,132
1432,106
263,70
949,149
512,70
225,76
631,116
154,100
1487,109
1320,108
759,123
381,104
302,123
781,111
957,53
346,4
1393,122
1233,45
1567,62
240,54
584,40
726,126
853,134
1278,46
561,77
1211,124
1355,88
890,110
1159,42
1081,24
727,71
1411,108
1045,81
1518,129
384,145
935,51
1053,66
1451,125
894,142
1107,16
1029,135
1256,81
1277,124
677,103
577,148
960,145
820,34
315,124
334,139
685,32
1075,97
1513,3
1579,88
1622,44
965,13
455,131
825,149
1087,104
661,87
194,50
1240,101
1112,6
670,91
722,61
1571,87
859,71
188,94
691,127
658,96
1063,123
1146,16
1077,23
788,81
351,31
1248,65
