Left,Right
79,101
20,107
33,5
90,70
135,31
6,57
149,80
41,126
109,68
95,137
10,94
6,68
30,131
4,19
130,147
129,86
76,2
16,80
19,10
40,33
67,129
62,108
119,60
56,19
27,18
129,142
5,39
3,5
143,10
44,4
72,35
91,139
56,60
31,3
143,71
47,70
88,47
11,120
58,53
57,25
71,106
2,87
134,123
62,68
8,34
101,73
127,18
46,122
11,5
139,80
57,114
94,4
106,8
53,118
109,47
37,111
66,70
131,7
11,115
6,136
33,21
74,2
42,22
9,65
25,75
62,146
12,148
33,52
6,24
48,42
40,29
23,80
127,53
130,106
44,48
70,32
42,100
102,96
70,71
32,138
38,90
55,46
61,140
147,132
50,72
149,30
145,29
13,64
59,6
49,70
101,35
104,137
70,26
46,120
38,73
26,125
100,92
28,107
26,84
112,26
64,47
7,61
19,104
52,96
136,118
36,92
107,11
142,1
32,20
94,147
121,20
39,112
1,56
28,65
32,34
112,5
142,15
120,149
96,128
70,80
135,50
130,2
64,8
18,35
63,73
122,137
22,96
122,30
146,122
64,129
132,147
128,142
147,14
12,98
55,10
85,11
60,102
88,137
3,50
17,44
130,91
104,29
93,36
50,18
45,4
82,117
119,22
50,149
113,141
141,69
32,41
74,141
111,33
144,55
5,25
146,22
4,54
81,79
32,27
66,140
35,2
28,66
56,89
138,108
45,100
8,55
21,50
137,128
129,30
74,97
135,69
103,107
65,26
11,138
2,50
124,147
101,56
143,67
120,80
87,26
3,134
137,11
56,54
125,78
54,5
143,53
111,92
103,61
74,77
148,7
2,64
78,79
24,84
146,61
71,14
99,135
133,104
12,86
76,103
122,54
9,130
21,23
62,16
123,148
69,24
11,133
28,62
30,4
64,20
40,127
56,105
100,121
74,22
53,67
61,38
7,101
55,52
145,118
105,106
60,67
60,127
39,1
46,7
3,58
21,84
59,47
123,141
10,6
76,137
131,127
9,16
11,60
140,51
8,140
78,15
56,32
19,119
100,41
26,29
97,110
125,71
95,46
3,139
83,106
126,91
34,76
63,14
72,58
65,148
1,31
86,128
145,77
63,52
135,70
82,80
44,73
128,44
49,105
4,142
119,5
3,39
24,61
41,79
103,19
10,121
104,15
57,13
85,42
87,100
114,71
52,91
83,141
7,78
113,69
125,52
115,5
14,54
86,80
75,144
69,7
145,33
26,50
56,67
109,25
69,27
9,118
43,121
91,135
133,4
98,22
81,141
72,9
21,149
2,132
34,131
126,54
97,90
109,18
139,104
141,66
112,8
108,34
149,136
46,114
121,103
135,122
146,64
25,141
99,23
43,110
85,101
142,96
112,25
122,28
62,91
78,117
61,147
8,110
10,61
138,77
146,92
78,23
74,93
51,140
30,96
76,49
130,69
48,9
93,91
23,69
84,120
108,82
45,92
75,29
149,36
140,145
53,78
43,134
74,120
51,127
42,17
96,133
100,51
125,85
114,95
18,75
144,1
69,46
103,6
67,112
50,129
114,50
135,54
100,14
67,74
30,3
52,147
55,132
22,34
87,81
19,88
34,10
129,134
16,71
71,132
58,40
59,3
76,64
139,97
115,19
136,54
147,36
62,63
82,141
40,51
121,59
41,111
136,45
22,17
125,21
89,70
34,12
2,105
126,43
55,103
3,36
48,34
76,38
148,102
102,78
132,13
122,73
99,72
32,25
77,21
100,8
143,48
14,144
43,148
38,47
46,82
81,84
7,87
28,87
26,98
44,9
86,36
107,133
100,142
106,130
32,12
107,95
113,101
134,44
102,71
84,118
137,59
9,125
110,145
144,61
82,139
89,84
142,34
20,104
18,51
143,47
105,31
72,94
87,107
29,35
56,136
28,109
75,33
47,21
60,126
130,99
7,132
62,31
93,54
100,13
91,53
141,112
58,2
99,18
149,93
33,62
5,32
8,118
86,74
16,62
7,146
48,57
104,140
65,128
4,70
106,10
78,72
116,16
143,2
90,68
36,94
122,72
46,21
135,114
62,70
27,16
53,150
112,24
85,129
59,2
13,129
70,104
29,67
100,63
58,145
128,4
113,128
29,91
146,114
37,57
54,119
98,83
67,132
123,45
55,83
84,93
27,14
123,10
53,18
141,108
131,122
29,50
115,28
95,10
20,47
13,80
36,145
131,54
61,47
80,123
54,118
124,13
19,86
62,110
104,136
13,95
119,19
36,89
92,122
74,20
130,44
5,110
119,118
62,140
148,147
99,84
63,128
103,68
146,145
79,137
69,50
1,125
82,124
67,57
49,3
116,46
25,55
105,17
124,15
13,35
51,22
25,45
18,42
133,85
32,28
77,118
9,61
89,64
138,57
47,40
23,60
37,102
132,2
13,33
116,54
147,94
122,53
71,115
11,82
143,112
17,56
56,130
124,61
143,86
144,27
24,19
45,20
48,135
76,36
41,107
8,84
101,62
73,26
59,63
19,124
10,93
134,10
12,83
113,56
56,37
106,38
23,98
104,50
88,30
115,121
93,123
105,146
93,113
48,128
20,140
111,67
116,23
8,2
58,10
33,141
10,146
57,51
18,67
119,126
69,130
50,79
119,9
101,67
144,36
77,16
77,141
115,32
129,144
49,109
5,105
53,126
62,130
149,147
77,109
23,20
2,141
59,143
92,55
7,53
147,140
13,32
11,30
61,121
59,71
96,129
101,125
99,11
12,111
72,10
132,78
128,77
121,29
12,39
125,13
109,55
5,84
141,42
127,114
15,84
142,71
134,136
120,99
8,52
32,18
91,100
81,16
77,79
122,93
55,54
98,90
56,28
140,131
76,102
2,45
52,101
96,35
127,29
79,60
13,124
18,43
121,86
124,4
48,98
119,84
44,14
121,110
25,37
25,70
48,62
127,125
100,113
76,26
145,10
117,145
139,10
72,114
40,90
129,112
15,33
37,97
89,102
83,136
36,3
141,118
87,122
142,27
109,64
76,145
19,7
115,94
51,20
93,135
143,7
138,120
87,80
45,72
88,2
101,25
16,78
21,10
25,110
21,70
69,145
16,104
145,108
78,91
53,102
57,44
4,65
68,37
121,69
72,116
3,1
124,1
29,122
16,149
6,43
121,82
136,70
86,15
78,12
146,79
68,48
68,89
122,68
1,70
6,64
22,143
84,44
141,47
60,91
134,118
142,118
48,113
84,132
51,103
147,125
115,100
18,19
72,131
66,93
94,130
148,47
2,80
27,111
88,21
137,20
140,104
66,130
25,47
64,35
104,19
49,149
22,1
83,19
53,108
121,15
83,28
73,43
77,146
119,26
24,23
23,55
65,124
126,84
66,87
25,125
69,106
98,122
42,47
60,140
21,143
28,108
46,89
102,23
130,118
53,120
115,40
134,108
11,75
96,114
131,137
89,92
113,58
56,98
118,116
57,36
100,114
113,93
134,145
71,68
71,6
17,46
57,24
121,85
86,93
6,144
71,36
37,19
142,60
48,149
117,36
6,112
98,111
100,73
79,36
115,130
59,126
27,144
102,32
36,82
46,49
138,90
135,52
93,84
114,23
130,8
7,52
88,149
10,74
41,109
121,83
39,140
108,81
54,95
145,46
43,55
135,68
97,132
35,9
34,120
73,134
144,131
85,60
107,73
47,81
142,43
94,125
29,86
53,58
87,85
121,4
34,83
40,57
119,136
3,41
69,23
20,80
96,124
125,48
34,117
53,6
77,99
26,32
145,146
76,73
119,91
130,37
45,111
113,122
54,68
130,66
120,10
52,103
4,53
129,147
120,45
110,129
66,5
98,25
15,76
51,9
7,21
110,117
141,62
86,32
44,132
87,143
145,92
32,59
127,61
136,142
37,20
124,98
133,143
12,25
137,17
110,103
132,120
145,38
29,102
98,52
147,13
36,96
119,8
55,104
101,17
61,7
53,17
92,94
12,43
54,60
3,92
69,11
86,60
13,36
85,126
100,115
85,148
133,83
103,145
127,116
104,23
17,53
134,57
128,122
77,48
95,79
24,67
85,106
59,135
29,58
65,22
83,101
92,136
128,92
11,33
55,4
105,68
31,33
10,52
66,115
132,51
13,118
12,122
106,51
136,23
88,17
15,51
114,5
50,113
46,90
71,37
135,14
120,65
45,79
24,112
1,65
136,25
149,84
35,47
145,60
52,140
55,142
115,72
59,23
42,150
53,138
117,141
141,45
132,126
65,39
115,52
26,123
67,76
108,29
125,51
138,93
21,141
3,69
131,108
85,105
106,137
142,104
30,128
126,135
46,57
70,145
112,81
20,109
28,141
127,31
22,84
31,124
128,91
109,7
110,74
58,64
112,107
34,20
93,144
26,139
17,55
121,93
9,126
134,84
3,95
2,1
43,35
9,22
67,7
57,107
23,93
2,65
101,122
109,113
77,117
24,73
33,64
111,81
127,139
128,89
105,70
73,2
123,42
148,41
136,114
99,104
70,10
73,65
111,116
131,142
12,33
137,77
146,148
127,65
77,81
25,131
34,141
122,101
78,108
77,3
42,53
68,139
51,109
133,25
1,44
12,75
10,102
50,10
89,59
117,21
68,59
53,14
34,86
84,104
102,143
106,15
62,118
137,140
89,58
134,6
99,118
142,4
61,40
22,11
2,148
13,18
51,100
40,130
82,41
48,24
47,137
136,104
125,20
81,101
54,33
49,76
53,149
37,51
78,1
99,32
139,119
98,8
27,60
143,36
46,102
71,30
50,25
136,16
121,7
144,2
142,26
67,64
91,95
127,34
19,134
15,30
115,12
42,91
81,120
22,139
119,34
122,118
33,61
86,61
98,39
101,130
47,6
21,74
110,24
31,79
140,64
1,37
5,2
113,138
108,117
9,4
142,148
80,54
5,91
139,94
76,143
39,52
104,149
104,34
119,62
76,149
88,42
104,110
143,97
138,79
82,97
10,95
71,13
76,92
136,26
35,37
119,52
85,94
47,2
131,19
116,83
62,99
67,48
61,130
74,32
142,72
107,56
10,59
60,89
97,135
84,144
47,92
138,147
74,28
146,74
38,134
130,25
20,5
59,120
64,147
83,8
140,73
9,96
92,85
24,36
138,70
31,19
23,72
5,53
11,26
2,57
139,68
57,141
71,56
51,84
89,119
7,90
10,106
48,61
106,30
117,11
29,6
11,79
6,44
96,9
123,66
33,120
141,8
42,140
18,107
51,54
40,53
74,102
23,40
43,133
73,141
40,144
47,82
128,36
116,2
111,136
38,83
110,25
49,146
111,121
33,60
115,138
33,130
66,63
112,108
144,56
89,132
126,94
119,20
83,70
16,108
125,81
136,138
42,99
6,4
138,50
107,39
42,32
142,94
111,22
46,85
15,52
125,103
13,71
43,47
34,54
58,111
44,67
62,77
76,46
100,106
130,11
12,131
23,105
83,45
4,75
35,113
119,85
12,14
136,133
51,149
54,53
134,142
60,17
74,103
88,20
130,148
55,135
2,41
43,82
109,3
42,101
60,56
12,59
100,33
86,144
74,5
55,101
19,38
89,69
45,95
76,17
30,2
8,41
68,87
99,20
123,146
58,148
143,139
25,64
50,62
138,75
6,89
45,85
13,6
67,114
91,112
88,52
34,127
82,42
128,105
67,103
57,28
143,79
112,69
105,140
125,39
124,125
101,84
75,127
99,13
58,24
114,17
141,19
93,116
121,116
43,146
59,24
38,132
60,26
78,122
3,136
25,111
113,112
116,80
56,145
143,28
61,17
33,131
108,65
18,129
128,129
65,126
52,26
16,30
74,37
98,108
57,89
133,37
71,87
30,133
62,79
133,29
58,116
82,53
4,84
72,36
132,90
30,19
148,58
38,26
67,107
84,7
133,33
117,91
21,110
90,143
127,68
75,57
119,44
118,3
9,56
59,121
92,123
128,12
12,19
44,23
3,135
97,138
81,37
116,47
22,107
108,54
26,22
134,21
18,116
41,80
41,34
35,85
129,131
2,140
63,137
141,109
76,130
142,101
71,119
49,103
107,114
101,121
55,71
147,114
105,111
39,72
68,16
28,39
23,22
16,20
109,117
39,31
62,86
68,51
41,17
32,149
3,147
3,54
5,79
111,119
19,135
87,64
1,134
122,39
93,50
107,145
25,129
15,138
71,29
76,88
74,89
119,72
118,68
148,33
89,53
85,132
124,86
123,77
117,15
20,49
32,122
145,98
4,25
21,41
40,116
93,46
47,39
19,29
50,60
102,29
93,140
134,49
112,35
96,86
37,141
92,99
23,75
78,3
97,63
146,135
33,91
147,22
133,92
42,143
123,5
92,100
29,135
105,63
103,99
109,115
87,72
141,95
75,84
50,41
29,84
112,124
120,16
140,24
41,72
133,111
53,61
60,21
135,145
35,148
129,75
102,16
4,15
3,9
19,118
51,122
50,12
120,52
143,93
32,7
9,111
23,99
40,35
132,134
89,46
90,55
116,93
9,30
96,13
124,99
15,87
90,41
122,4
112,70
58,33
134,17
90,4
83,118
99,122
94,149
45,31
14,33
37,127
90,101
86,109
33,114
12,143
121,50
136,95
100,104
41,57
25,11
46,77
10,76
56,79
114,36
66,2
30,47
11,125
132,56
86,10
74,68
38,95
134,73
72,93
17,16
16,82
9,138
108,19
54,106
116,68
76,51
146,9
102,81
12,51
120,106
3,61
10,123
9,83
37,88
146,67
112,74
111,48
54,1
18,94
143,107
86,136
53,109
100,45
85,47
74,57
132,64
106,89
12,128
108,83
22,53
90,147
111,95
75,146
11,49
22,21
54,3
120,29
54,128
71,131
106,127
127,119
37,92
126,122
85,125
96,103
59,86
107,20
5,120
48,47
103,9
29,12
98,116
114,9
39,113
148,12
79,71
34,138
48,22
1,123
123,104
29,143
125,50
4,138
35,92
62,102
81,100
67,66
67,134
18,97
32,40
124,44
17,76
132,65
125,4
112,21
84,33
94,24
117,149
138,137
58,18
11,114
81,27
103,18
31,69
97,38
147,43
39,48
73,20
5,108
95,112
10,129
121,136
117,99
149,79
99,81
62,14
110,35
14,147
86,143
37,48
74,55
135,139
8,67
78,37
61,2
61,55
100,105
81,126
116,106
54,52
54,73
42,83
114,148
18,56
39,135
51,138
127,129
89,131
12,5
145,139
147,128
85,137
78,5
29,33
40,75
112,135
15,77
135,37
19,8
106,72
116,105
130,134
109,102
126,53
44,51
110,36
65,71
84,109
116,25
38,128
25,85
114,37
74,138
44,15
57,98
148,44
52,128
75,72
113,31
112,6
22,112
134,138
97,100
148,71
8,80
57,21
18,90
83,84
52,131
82,121
128,141
91,26
124,132
44,7
66,139
54,69
142,62
96,15
62,20
55,41
102,145
21,94
142,128
9,122
39,38
130,92
42,74
80,126
14,36
2,135
115,34
108,106
149,141
20,83
22,49
130,129
21,134
93,3
122,104
146,140
98,44
68,145
132,125
104,47
112,121
135,9
7,96
108,11
13,2
147,93
93,15
3,117
95,15
75,109
67,21
80,46
145,121
51,95
114,92
77,68
97,54
102,98
30,94
18,132
80,50
112,3
6,115
107,134
122,119
46,25
104,24
116,89
65,91
112,65
78,125
142,119
83,32
98,103
112,53
94,87
25,78
38,39
12,26
69,80
2,8
122,5
2,75
25,24
30,149
137,114
110,107
94,9
5,121
76,22
133,64
127,94
32,44
51,42
3,75
100,19
131,61
30,71
118,97
144,149
59,81
121,108
81,26
78,21
22,36
134,119
145,36
117,111
41,68
148,9
17,42
89,113
80,58
82,54
54,121
61,10
134,31
8,102
121,49
76,81
74,16
70,64
148,81
57,12
45,143
131,21
134,7
24,130
45,8
24,91
81,59
64,96
19,110
118,72
95,141
135,84
97,125
87,124
9,133
85,6
52,145
51,116
136,119
73,85
82,32
129,58
115,55
10,75
5,95
31,5
84,68
43,15
77,150
91,25
6,81
104,48
3,14
79,102
76,41
84,140
18,113
102,117
125,119
99,137
145,32
122,12
64,30
3,6
24,102
137,30
141,83
96,93
14,49
127,44
113,1
94,55
2,74
21,93
43,25
38,131
73,143
58,131
79,50
44,18
77,13
99,42
26,53
4,82
51,34
34,17
70,14
116,79
40,74
11,34
131,60
146,15
92,127
28,91
139,85
67,80
90,67
76,25
49,91
6,82
1,137
24,97
124,121
100,4
41,29
110,141
16,147
28,69
121,67
1,104
112,78
144,132
37,8
37,86
56,17
104,2
74,135
65,120
57,38
114,149
36,129
89,72
8,32
105,103
9,3
87,113
82,29
87,28
31,132
91,118
64,16
99,10
112,137
55,134
136,57
34,130
2,112
14,9
54,101
30,124
22,29
40,112
146,38
83,4
79,74
53,68
44,22
138,118
75,148
38,127
115,37
14,68
140,53
18,25
97,143
87,17
71,46
114,29
57,86
6,72
85,53
84,107
149,63
134,36
44,55
18,41
4,118
24,141
44,71
134,24
98,75
138,139
2,138
42,141
100,124
96,50
120,133
103,56
144,47
42,102
64,5
138,69
133,9
48,44
30,86
145,23
97,105
39,79
96,32
128,19
128,68
84,115
99,70
95,103
61,53
146,53
133,91
88,142
146,28
62,81
120,72
76,11
125,127
50,125
23,137
100,97
78,94
26,21
67,34
11,97
60,65
37,60
143,149
133,46
108,47
4,113
124,101
137,130
50,45
134,33
7,63
31,32
148,19
39,75
57,99
7,35
143,39
113,80
133,94
56,27
97,10
108,52
19,33
55,118
59,56
135,57
111,149
80,106
117,133
59,102
11,111
29,16
24,79
20,11
27,140
123,131
100,38
47,125
129,66
119,148
48,73
113,136
57,15
58,84
113,8
6,45
84,19
92,15
90,141
5,35
46,73
143,77
31,78
62,21
111,85
132,86
136,2
129,6
8,64
12,134
97,78
20,35
137,113
114,41
41,38
32,133
139,66
68,35
5,100
28,103
54,19
62,96
69,4
69,61
20,96
144,46
41,39
83,58
141,40
75,87
146,93
130,9
77,53
131,92
133,147
24,16
137,142
16,96
84,55
15,37
94,83
89,48
25,61
64,25
109,66
105,27
27,39
88,131
6,125
100,80
64,95
127,89
69,103
84,62
33,49
135,82
57,84
74,107
100,91
124,128
13,63
142,31
127,21
134,8
123,100
69,17
14,142
133,63
143,11
99,90
141,15
122,82
60,31
115,7
72,100
75,51
118,65
129,19
133,135
67,6
9,82
97,114
147,72
58,25
17,25
113,85
31,103
131,16
6,111
51,11
125,8
40,94
73,33
65,13
120,93
127,60
63,130
64,114
117,61
65,137
78,148
1,146
15,130
60,66
40,7
89,116
38,10
57,143
25,121
93,9
95,32
79,124
122,112
85,40
113,12
144,22
9,123
94,35
115,1
23,118
7,74
83,147
139,120
4,130
134,83
111,86
17,52
88,9
3,84
62,42
90,54
149,28
8,63
64,41
30,113
61,56
89,62
127,13
44,24
29,73
99,115
111,7
148,73
89,23
68,147
22,79
135,127
134,23
60,13
93,75
17,118
50,56
7,50
53,39
25,68
70,62
105,142
108,93
69,64
1,9
55,89
15,48
128,108
144,107
136,32
68,13
97,20
14,128
110,52
79,115
131,99
78,123
92,106
118,119
54,4
25,143
119,120
46,28
79,51
138,125
52,94
137,4
143,124
26,40
78,58
107,17
98,89
108,103
116,45
132,121
81,28
7,124
120,4
139,107
40,117
111,79
14,89
45,11
99,63
128,124
7,131
105,46
11,12
104,16
6,105
54,13
123,144
66,59
69,25
28,138
140,40
99,133
20,118
86,117
77,116
44,42
34,133
21,63
56,39
105,81
32,144
61,139
79,81
41,6
126,62
2,61
40,39
101,57
1,15
59,127
99,52
1,24
76,68
66,68
1,18
144,118
149,140
34,116
137,138
121,17
40,20
75,9
120,104
112,57
15,4
18,6
103,148
100,61
132,131
115,107
67,144
112,103
76,147
135,3
51,10
36,51
98,131
33,29
147,77
25,145
137,55
133,50
80,81
44,120
47,136
73,15
90,1
144,80
145,82
63,146
100,67
85,49
55,9
134,112
52,90
86,129
40,78
85,3
111,118
67,18
33,121
42,33
131,113
51,60
98,110
77,125
134,1
39,78
48,15
20,39
45,37
1,148
92,30
69,116
69,115
127,107
30,141
105,45
15,99
134,66
35,81
119,124
138,65
64,52
52,148
15,126
130,5
38,67
17,149
64,140
61,45
139,57
42,125
28,53
44,53
128,76
80,51
6,99
90,37
55,79
28,4
28,130
48,19
60,134
117,123
142,8
108,141
74,27
16,112
69,129
98,51
114,81
30,45
92,131
60,96
118,135
93,8
68,55
99,6
33,58
72,16
93,35
145,132
13,31
34,122
70,88
119,122
47,24
143,9
72,111
5,18
24,28
84,21
133,30
85,1
129,136
33,16
23,103
122,74
52,118
25,79
19,42
67,123
106,143
95,18
126,31
84,99
115,67
95,127
123,62
73,128
103,10
40,106
50,99
133,137
101,27
104,31
76,56
54,44
73,130
14,125
125,105
73,11
131,64
110,85
133,79
28,7
62,144
129,128
50,145
139,23
19,30
87,117
82,103
53,127
2,5
81,116
34,77
101,98
144,19
105,58
21,22
86,142
107,70
22,77
147,126
88,73
42,57
73,127
10,145
38,92
143,72
10,38
139,50
68,17
46,115
59,113
126,98
131,115
144,85
80,52
47,140
21,88
81,58
133,45
148,45
8,103
97,58
51,90
136,94
26,86
78,10
59,148
110,14
109,132
138,135
116,86
118,91
66,145
9,8
94,42
130,143
86,91
45,14
107,92
96,87
81,117
37,81
82,110
134,12
148,36
149,111
54,37
115,89
26,131
62,36
126,34
53,1
43,108
56,1
123,25
91,54
13,60
59,87
115,73
120,14
81,131
65,36
37,84
91,83
15,114
60,68
61,11
32,93
114,94
117,14
12,10
56,43
143,88
37,139
125,10
117,128
36,115
83,72
5,59
14,13
101,103
125,22
51,134
12,133
9,114
115,69
34,125
78,55
74,45
98,92
37,143
19,138
49,10
1,89
36,108
131,116
139,100
46,29
43,68
125,41
53,47
43,128
95,93
79,88
112,55
57,145
141,146
53,139
15,115
35,58
81,145
17,26
96,72
129,94
67,60
115,116
4,71
49,144
123,57
5,130
49,110
140,134
86,114
31,1
34,88
47,79
75,131
122,13
41,48
53,114
10,144
141,20
32,83
10,62
68,127
114,136
116,102
144,28
140,99
86,48
132,104
80,84
128,28
75,117
142,113
28,131
80,49
138,83
100,145
147,44
41,141
129,145
97,53
149,24
100,133
119,116
13,14
65,116
1,101
139,74
137,70
89,87
46,38
83,103
33,48
32,129
145,39
96,48
83,87
99,140
94,126
94,103
144,57
99,105
78,112
133,28
132,107
78,109
136,117
17,129
15,71
100,127
87,138
48,59
38,69
59,77
21,144
89,47
133,131
1,128
33,94
28,36
16,113
94,107
139,98
109,149
17,116
44,105
136,68
101,59
102,89
57,130
39,16
49,67
75,99
59,64
74,46
107,12
18,145
145,115
65,131
130,21
85,135
124,48
90,24
6,127
35,103
130,104
18,61
34,43
128,38
8,38
72,79
103,119
98,34
43,23
27,47
49,53
132,14
78,2
149,23
113,124
47,51
84,49
99,117
141,63
118,146
54,89
145,61
7,79
28,99
31,105
148,107
40,18
42,52
16,148
27,41
44,95
27,123
147,95
3,145
21,113
125,70
114,22
138,58
63,28
141,121
29,49
3,35
35,130
45,25
30,21
106,84
11,126
5,21
11,89
106,1
91,23
24,10
126,149
121,16
115,133
109,81
113,44
82,28
123,8
103,96
28,126
83,110
46,65
141,71
142,75
74,75
55,44
97,83
58,114
54,70
107,19
82,45
135,55
17,28
43,90
71,49
7,106
136,75
6,71
67,93
117,68
92,126
47,144
139,134
64,76
133,127
4,86
34,82
146,96
13,37
34,95
120,142
83,9
46,8
4,56
61,80
19,122
19,14
27,113
21,75
98,3
18,84
105,64
58,123
120,77
25,73
37,110
45,50
112,143
110,22
108,123
18,135
75,108
71,75
86,118
34,121
23,125
84,97
77,52
84,38
127,30
87,112
133,3
45,59
104,73
102,70
112,19
32,21
65,119
80,22
7,39
112,44
49,87
24,139
100,148
112,144
